seconds,sensor_0,sensor_1,actuator_0,target
130.3400,28.0210,27.7630,30.0000,"25.0"
130.3601,27.9950,27.7370,30.0000,"25.0"
130.4000,27.9950,27.7630,30.0000,"25.0"
130.4200,27.9950,27.7370,30.0000,"25.0"
130.4600,28.0210,27.7630,30.0000,"25.0"
130.4800,28.0210,27.7630,30.0000,"25.0"
130.5200,27.9950,27.7370,30.0000,"25.0"
130.5400,28.0210,27.7630,30.0000,"25.0"
130.5800,27.9950,27.7370,30.0000,"25.0"
130.6000,28.0210,27.7630,30.0000,"25.0"
130.6400,27.9950,27.7630,30.0000,"25.0"
130.6600,28.0210,27.7630,30.0000,"25.0"
130.7000,28.0210,27.7630,30.0000,"25.0"
130.7200,27.9950,27.7110,30.0000,"25.0"
130.7600,28.0210,27.7630,30.0000,"25.0"
130.7800,27.9950,27.7630,30.0000,"25.0"
130.8200,27.9950,27.7630,30.0000,"25.0"
130.8400,28.0210,27.7630,30.0000,"25.0"
130.8800,27.9950,27.7890,30.0000,"25.0"
130.9000,28.0210,27.7630,30.0000,"25.0"
130.9400,28.0470,27.7630,30.0000,"25.0"
130.9600,27.9950,27.7630,30.0000,"25.0"
131.0000,27.9950,27.7630,30.0000,"25.0"
131.0200,27.9950,27.7630,30.0000,"25.0"
131.0600,27.9950,27.7630,30.0000,"25.0"
131.0800,27.9950,27.7630,30.0000,"25.0"
131.1200,27.9950,27.7630,30.0000,"25.0"
131.1400,28.0210,27.7630,30.0000,"25.0"
131.1800,28.0210,27.7630,30.0000,"25.0"
131.2000,28.0210,27.7890,30.0000,"25.0"
131.2400,27.9950,27.7630,30.0000,"25.0"
131.2600,28.0210,27.7630,30.0000,"25.0"
131.3000,28.0210,27.7630,30.0000,"25.0"
131.3200,28.0210,27.7370,30.0000,"25.0"
131.3600,28.0210,27.7630,30.0000,"25.0"
131.3800,28.0470,27.7630,30.0000,"25.0"
131.4200,27.9950,27.7370,30.0000,"25.0"
131.4401,28.0210,27.7890,30.0000,"25.0"
131.4800,27.9950,27.7370,30.0000,"25.0"
131.5000,28.0210,27.7370,30.0000,"25.0"
131.5400,28.0210,27.7630,30.0000,"25.0"
131.5600,28.0210,27.7630,30.0000,"25.0"
131.6000,28.0210,27.7630,30.0000,"25.0"
131.6200,28.0210,27.7630,30.0000,"25.0"
131.6600,28.0210,27.7630,30.0000,"25.0"
131.6800,28.0210,27.7630,30.0000,"25.0"
131.7200,28.0210,27.7630,30.0000,"25.0"
131.7400,27.9950,27.7630,30.0000,"25.0"
131.7800,28.0210,27.7890,30.0000,"25.0"
131.8200,27.9950,27.7630,30.0000,"25.0"
131.8400,27.9950,27.7890,30.0000,"25.0"
131.8800,27.9690,27.7890,30.0000,"25.0"
131.9000,28.0470,27.7890,30.0000,"25.0"
131.9400,28.0210,27.7890,30.0000,"25.0"
131.9600,28.0210,27.7890,30.0000,"25.0"
132.0000,28.0210,27.7890,30.0000,"25.0"
132.0200,28.0210,27.7890,30.0000,"25.0"
132.0600,28.0210,27.7630,30.0000,"25.0"
132.0800,28.0210,27.7630,30.0000,"25.0"
132.1200,27.9950,27.7890,30.0000,"25.0"
132.1400,28.0470,27.7630,30.0000,"25.0"
132.1800,28.0470,27.7890,30.0000,"25.0"
132.2000,28.0210,27.7890,30.0000,"25.0"
132.2400,28.0470,27.7890,30.0000,"25.0"
132.2600,28.0210,27.7630,30.0000,"25.0"
132.3001,28.0210,27.7890,30.0000,"25.0"
132.3200,28.0210,27.7890,30.0000,"25.0"
132.3600,28.0470,27.7890,30.0000,"25.0"
132.3800,28.0210,27.7890,30.0000,"25.0"
132.4200,28.0210,27.8150,30.0000,"25.0"
132.4400,28.0470,27.7630,30.0000,"25.0"
132.4800,28.0210,27.7630,30.0000,"25.0"
132.5000,28.0210,27.7890,30.0000,"25.0"
132.5400,27.9950,27.7890,30.0000,"25.0"
132.5600,28.0210,27.7890,30.0000,"25.0"
132.6000,28.0210,27.7890,30.0000,"25.0"
132.6200,28.0210,27.7890,30.0000,"25.0"
132.6600,27.9950,27.7890,30.0000,"25.0"
132.6800,28.0470,27.7630,30.0000,"25.0"
132.7200,28.0210,27.7890,30.0000,"25.0"
132.7400,28.0470,27.7890,30.0000,"25.0"
132.7800,28.0210,27.7890,30.0000,"25.0"
132.8000,28.0470,27.7890,30.0000,"25.0"
132.8400,28.0210,27.7890,30.0000,"25.0"
132.8600,28.0470,27.7630,30.0000,"25.0"
132.9000,28.0470,27.7890,30.0000,"25.0"
132.9200,28.0470,27.7890,30.0000,"25.0"
132.9600,28.0730,27.7890,30.0000,"25.0"
132.9800,28.0210,27.7890,30.0000,"25.0"
133.0200,28.0470,27.7890,30.0000,"25.0"
133.0400,28.0210,27.7890,30.0000,"25.0"
133.0800,28.0210,27.7630,30.0000,"25.0"
133.1000,28.0470,27.7890,30.0000,"25.0"
133.1400,28.0470,27.7890,30.0000,"25.0"
133.1600,28.0210,27.7890,30.0000,"25.0"
133.2000,28.0470,27.7890,30.0000,"25.0"
133.2200,28.0470,27.7890,30.0000,"25.0"
133.2600,28.0210,27.7890,30.0000,"25.0"
133.2800,28.0470,27.8150,30.0000,"25.0"
133.3200,28.0470,27.7890,30.0000,"25.0"
133.3400,28.0210,27.7890,30.0000,"25.0"
133.3800,28.0470,27.8150,30.0000,"25.0"
133.4001,28.0470,27.8150,30.0000,"25.0"
133.4400,28.0210,27.7890,30.0000,"25.0"
133.4600,28.0210,27.8150,30.0000,"25.0"
133.5000,28.0470,27.7890,30.0000,"25.0"
133.5201,28.0210,27.7890,30.0000,"25.0"
133.5600,28.0470,27.7890,30.0000,"25.0"
133.5800,28.0470,27.7890,30.0000,"25.0"
133.6200,28.0470,27.7630,30.0000,"25.0"
133.6400,28.0470,27.8150,30.0000,"25.0"
133.6800,28.0470,27.8150,30.0000,"25.0"
133.7000,28.0730,27.7890,30.0000,"25.0"
133.7400,28.0470,27.7890,30.0000,"25.0"
133.7600,28.0470,27.8150,30.0000,"25.0"
133.8000,28.0470,27.8150,30.0000,"25.0"
133.8200,28.0210,27.7890,30.0000,"25.0"
133.8600,28.0470,27.7890,30.0000,"25.0"
133.8800,28.0470,27.7890,30.0000,"25.0"
133.9201,28.0210,27.8150,30.0000,"25.0"
133.9400,28.0470,27.8150,30.0000,"25.0"
133.9801,28.0470,27.7890,30.0000,"25.0"
134.0000,28.0210,27.8150,30.0000,"25.0"
134.0400,28.0470,27.7890,30.0000,"25.0"
134.0600,28.0730,27.8150,30.0000,"25.0"
134.1000,28.0730,27.8150,30.0000,"25.0"
134.1200,28.0470,27.8150,30.0000,"25.0"
134.1600,28.0730,27.8150,30.0000,"25.0"
134.1800,28.0470,27.8150,30.0000,"25.0"
134.2200,28.0210,27.7890,30.0000,"25.0"
134.2400,28.0470,27.8150,30.0000,"25.0"
134.2800,28.0730,27.8150,30.0000,"25.0"
134.3000,28.0470,27.8150,30.0000,"25.0"
134.3400,28.0730,27.8150,30.0000,"25.0"
134.3600,28.0730,27.8150,30.0000,"25.0"
134.4000,28.0470,27.8150,30.0000,"25.0"
134.4200,28.0470,27.8150,30.0000,"25.0"
134.4600,28.0470,27.8150,30.0000,"25.0"
134.4800,28.0470,27.7890,30.0000,"25.0"
134.5200,28.0730,27.7890,30.0000,"25.0"
134.5400,28.0470,27.8150,30.0000,"25.0"
134.5800,28.0470,27.7890,30.0000,"25.0"
134.6000,28.0730,27.8150,30.0000,"25.0"
134.6400,28.0470,27.8150,30.0000,"25.0"
134.6800,28.0470,27.8150,30.0000,"25.0"
134.7000,28.0730,27.8150,30.0000,"25.0"
134.7400,28.0470,27.8150,30.0000,"25.0"
134.7600,28.0470,27.8400,30.0000,"25.0"
134.8000,28.0730,27.8150,30.0000,"25.0"
134.8200,28.0730,27.8400,30.0000,"25.0"
134.8600,28.0730,27.7890,30.0000,"25.0"
134.8800,28.0470,27.8150,30.0000,"25.0"
134.9200,28.0470,27.8150,30.0000,"25.0"
134.9400,28.0980,27.8150,30.0000,"25.0"
134.9800,28.0980,27.7890,30.0000,"25.0"
135.0000,28.0730,27.8150,30.0000,"25.0"
135.0400,28.0730,27.8400,30.0000,"25.0"
135.0600,28.0730,27.8150,30.0000,"25.0"
135.1000,28.0730,27.8400,30.0000,"25.0"
135.1200,28.0470,27.8150,30.0000,"25.0"
135.1600,28.0730,27.8150,30.0000,"25.0"
135.1800,28.0730,27.8150,30.0000,"25.0"
135.2200,28.0980,27.8150,30.0000,"25.0"
135.2400,28.0730,27.8400,30.0000,"25.0"
135.2800,28.0470,27.8150,30.0000,"25.0"
135.3000,28.0730,27.8150,30.0000,"25.0"
135.3400,28.0730,27.8150,30.0000,"25.0"
135.3600,28.0730,27.8150,30.0000,"25.0"
135.4000,28.0730,27.8150,30.0000,"25.0"
135.4200,28.0730,27.8150,30.0000,"25.0"
135.4600,28.0730,27.8150,30.0000,"25.0"
135.4800,28.0730,27.8150,30.0000,"25.0"
135.5200,28.0980,27.8660,30.0000,"25.0"
135.5400,28.0730,27.8150,30.0000,"25.0"
135.5800,28.0730,27.8150,30.0000,"25.0"
135.6000,28.0470,27.8150,30.0000,"25.0"
135.6400,28.0470,27.8150,30.0000,"25.0"
135.6600,28.0730,27.8150,30.0000,"25.0"
135.7000,28.0980,27.8400,30.0000,"25.0"
135.7200,28.0980,27.8400,30.0000,"25.0"
135.7600,28.0730,27.8400,30.0000,"25.0"
135.7800,28.0980,27.8400,30.0000,"25.0"
135.8200,28.0730,27.8400,30.0000,"25.0"
135.8400,28.0730,27.8400,30.0000,"25.0"
135.8800,28.0980,27.8150,30.0000,"25.0"
135.9000,28.0730,27.8400,30.0000,"25.0"
135.9400,28.0980,27.8150,30.0000,"25.0"
135.9600,28.0980,27.8400,30.0000,"25.0"
136.0000,28.0730,27.8400,30.0000,"25.0"
136.0200,28.0980,27.8400,30.0000,"25.0"
136.0600,28.0980,27.8150,30.0000,"25.0"
136.0800,28.0730,27.8400,30.0000,"25.0"
136.1200,28.0730,27.8150,30.0000,"25.0"
136.1400,28.0980,27.8660,30.0000,"25.0"
136.1800,28.0730,27.8150,30.0000,"25.0"
136.2000,28.0730,27.8400,30.0000,"25.0"
136.2400,28.0980,27.8400,30.0000,"25.0"
136.2600,28.0980,27.8400,30.0000,"25.0"
136.3000,28.0730,27.8400,30.0000,"25.0"
136.3200,28.0730,27.8400,30.0000,"25.0"
136.3600,28.0730,27.8150,30.0000,"25.0"
136.3800,28.0730,27.8400,30.0000,"25.0"
136.4200,28.0730,27.8400,30.0000,"25.0"
136.4400,28.1240,27.8660,30.0000,"25.0"
136.4800,28.0980,27.8400,30.0000,"25.0"
136.5000,28.0980,27.8400,30.0000,"25.0"
136.5400,28.0980,27.8400,30.0000,"25.0"
136.5800,28.1240,27.8400,30.0000,"25.0"
136.6000,28.0980,27.8400,30.0000,"25.0"
136.6400,28.0980,27.8400,30.0000,"25.0"
136.6600,28.0980,27.8400,30.0000,"25.0"
136.7000,28.0730,27.8660,30.0000,"25.0"
136.7200,28.0980,27.8400,30.0000,"25.0"
136.7600,28.0980,27.8400,30.0000,"25.0"
136.7800,28.0980,27.8400,30.0000,"25.0"
136.8200,28.0980,27.8400,30.0000,"25.0"
136.8400,28.1240,27.8400,30.0000,"25.0"
136.8800,28.0980,27.8400,30.0000,"25.0"
136.9000,28.0980,27.8400,30.0000,"25.0"
136.9400,28.0980,27.8400,30.0000,"25.0"
136.9600,28.0730,27.8660,30.0000,"25.0"
137.0000,28.0730,27.8150,30.0000,"25.0"
137.0200,28.1240,27.8400,30.0000,"25.0"
137.0600,28.0980,27.8400,30.0000,"25.0"
137.0800,28.1240,27.8400,30.0000,"25.0"
137.1200,28.0980,27.8660,30.0000,"25.0"
137.1400,28.0980,27.8660,30.0000,"25.0"
137.1800,28.0730,27.8660,30.0000,"25.0"
137.2000,28.0980,27.8660,30.0000,"25.0"
137.2400,28.0980,27.8400,30.0000,"25.0"
137.2600,28.0980,27.8660,30.0000,"25.0"
137.3000,28.0980,27.8660,30.0000,"25.0"
137.3200,28.0980,27.8660,30.0000,"25.0"
137.3600,28.1240,27.8400,30.0000,"25.0"
137.3800,28.1240,27.8400,30.0000,"25.0"
137.4200,28.0980,27.8400,30.0000,"25.0"
137.4400,28.0980,27.8660,30.0000,"25.0"
137.4800,28.0980,27.8660,30.0000,"25.0"
137.5000,28.1240,27.8660,30.0000,"25.0"
137.5400,28.1240,27.8400,30.0000,"25.0"
137.5600,28.1240,27.8660,30.0000,"25.0"
137.6001,28.1240,27.8660,30.0000,"25.0"
137.6200,28.0730,27.8400,30.0000,"25.0"
137.6600,28.1240,27.8400,30.0000,"25.0"
137.6800,28.1240,27.8400,30.0000,"25.0"
137.7200,28.0980,27.8400,30.0000,"25.0"
137.7400,28.1240,27.8400,30.0000,"25.0"
137.7800,28.0980,27.8660,30.0000,"25.0"
137.8000,28.1240,27.8660,30.0000,"25.0"
137.8400,28.1240,27.8660,30.0000,"25.0"
137.8600,28.1240,27.8660,30.0000,"25.0"
137.9000,28.0980,27.8400,30.0000,"25.0"
137.9200,28.0980,27.8660,30.0000,"25.0"
137.9600,28.1240,27.8660,30.0000,"25.0"
137.9800,28.1240,27.8660,30.0000,"25.0"
138.0200,28.1240,27.8660,30.0000,"25.0"
138.0400,28.1240,27.8660,30.0000,"25.0"
138.0800,28.1240,27.8660,30.0000,"25.0"
138.1000,28.0980,27.8400,30.0000,"25.0"
138.1400,28.0980,27.8660,30.0000,"25.0"
138.1601,28.0980,27.8660,30.0000,"25.0"
138.2000,28.1240,27.8660,30.0000,"25.0"
138.2200,28.0980,27.8660,30.0000,"25.0"
138.2600,28.1240,27.8660,30.0000,"25.0"
138.2800,28.1500,27.8660,30.0000,"25.0"
138.3200,28.0980,27.8660,30.0000,"25.0"
138.3400,28.0980,27.8400,30.0000,"25.0"
138.3800,28.1240,27.8660,30.0000,"25.0"
138.4000,28.1240,27.8400,30.0000,"25.0"
138.4400,28.1240,27.8400,30.0000,"25.0"
138.4600,28.0980,27.8660,30.0000,"25.0"
138.5000,28.1240,27.8660,30.0000,"25.0"
138.5200,28.1240,27.8660,30.0000,"25.0"
138.5600,28.0980,27.8660,30.0000,"25.0"
138.5800,28.1240,27.8920,30.0000,"25.0"
138.6200,28.0980,27.8660,30.0000,"25.0"
138.6400,28.0980,27.8660,30.0000,"25.0"
138.6800,28.1240,27.8660,30.0000,"25.0"
138.7000,28.1240,27.8660,30.0000,"25.0"
138.7400,28.0980,27.8660,30.0000,"25.0"
138.7600,28.1240,27.8920,30.0000,"25.0"
138.8000,28.1240,27.8660,30.0000,"25.0"
138.8200,28.1240,27.8920,30.0000,"25.0"
138.8600,28.1240,27.8660,30.0000,"25.0"
138.8800,28.1240,27.8660,30.0000,"25.0"
138.9200,28.1240,27.8920,30.0000,"25.0"
138.9400,28.0980,27.8660,30.0000,"25.0"
138.9800,28.1240,27.8660,30.0000,"25.0"
139.0000,28.1500,27.8660,30.0000,"25.0"
139.0400,28.1240,27.8660,30.0000,"25.0"
139.0600,28.1240,27.8660,30.0000,"25.0"
139.1000,28.1240,27.8660,30.0000,"25.0"
139.1200,28.0980,27.8660,30.0000,"25.0"
139.1600,28.1240,27.8660,30.0000,"25.0"
139.1800,28.1240,27.8660,30.0000,"25.0"
139.2200,28.1240,27.8660,30.0000,"25.0"
139.2400,28.1240,27.8660,30.0000,"25.0"
139.2800,28.1500,27.8660,30.0000,"25.0"
139.3000,28.1500,27.8920,30.0000,"25.0"
139.3400,28.1240,27.8920,30.0000,"25.0"
139.3600,28.1240,27.8920,30.0000,"25.0"
139.4000,28.1500,27.8660,30.0000,"25.0"
139.4400,28.1240,27.8920,30.0000,"25.0"
139.4600,28.1240,27.8920,30.0000,"25.0"
139.4800,28.1240,27.8660,30.0000,"25.0"
139.5201,28.1240,27.8920,30.0000,"25.0"
139.5600,28.1500,27.8660,30.0000,"25.0"
139.5800,28.1240,27.8660,30.0000,"25.0"
139.6200,28.1240,27.8920,30.0000,"25.0"
139.6400,28.1240,27.8920,30.0000,"25.0"
139.6800,28.1240,27.8920,30.0000,"25.0"
139.7000,28.1500,27.8920,30.0000,"25.0"
139.7400,28.1500,27.8920,30.0000,"25.0"
139.7600,28.1240,27.8920,30.0000,"25.0"
139.8000,28.0980,27.8660,30.0000,"25.0"
139.8200,28.1500,27.8660,30.0000,"25.0"
139.8600,28.1240,27.8660,30.0000,"25.0"
139.8800,28.1500,27.8920,30.0000,"25.0"
139.9200,28.1760,27.8660,30.0000,"25.0"
139.9400,28.0980,27.8920,30.0000,"25.0"
139.9800,28.1240,27.8920,30.0000,"25.0"
140.0000,28.1240,27.8920,30.0000,"25.0"
140.0400,28.1240,27.8920,30.0000,"25.0"
140.0600,28.1240,27.8920,30.0000,"25.0"
140.1000,28.0980,27.8920,30.0000,"25.0"
140.1200,28.1240,27.8920,30.0000,"25.0"
140.1600,28.1500,27.9180,30.0000,"25.0"
140.1800,28.1500,27.8920,30.0000,"25.0"
140.2200,28.1240,27.8920,30.0000,"25.0"
140.2400,28.1240,27.8920,30.0000,"25.0"
140.2800,28.1500,27.8920,30.0000,"25.0"
140.3000,28.1240,27.8920,30.0000,"25.0"
140.3400,28.1500,27.8660,30.0000,"25.0"
140.3600,28.1500,27.8920,30.0000,"25.0"
140.4000,28.1240,27.8920,30.0000,"25.0"
140.4200,28.1240,27.8660,30.0000,"25.0"
140.4600,28.1760,27.8660,30.0000,"25.0"
140.4800,28.1760,27.8920,30.0000,"25.0"
140.5200,28.1500,27.8920,30.0000,"25.0"
140.5400,28.1500,27.8920,30.0000,"25.0"
140.5800,28.1500,27.8920,30.0000,"25.0"
140.6000,28.1500,27.8920,30.0000,"25.0"
140.6400,28.1240,27.8920,30.0000,"25.0"
140.6600,28.1500,27.8920,30.0000,"25.0"
140.7000,28.1240,27.8920,30.0000,"25.0"
140.7200,28.1240,27.8660,30.0000,"25.0"
140.7600,28.1240,27.9180,30.0000,"25.0"
140.7800,28.1240,27.8920,30.0000,"25.0"
140.8200,28.1500,27.8660,30.0000,"25.0"
140.8400,28.1240,27.8920,30.0000,"25.0"
140.8800,28.1240,27.9180,30.0000,"25.0"
140.9000,28.1500,27.8920,30.0000,"25.0"
140.9400,28.1500,27.8920,30.0000,"25.0"
140.9600,28.1500,27.9180,30.0000,"25.0"
141.0000,28.1760,27.9180,30.0000,"25.0"
141.0200,28.1500,27.9180,30.0000,"25.0"
141.0600,28.1240,27.9180,30.0000,"25.0"
141.0800,28.1500,27.9180,30.0000,"25.0"
141.1200,28.1500,27.9180,30.0000,"25.0"
141.1400,28.1500,27.8920,30.0000,"25.0"
141.1800,28.1760,27.9180,30.0000,"25.0"
141.2000,28.1760,27.8920,30.0000,"25.0"
141.2400,28.1760,27.9180,30.0000,"25.0"
141.2600,28.1500,27.8660,30.0000,"25.0"
141.3000,28.1500,27.9180,30.0000,"25.0"
141.3200,28.1760,27.9180,30.0000,"25.0"
141.3600,28.1500,27.8920,30.0000,"25.0"
141.3800,28.1500,27.9180,30.0000,"25.0"
141.4200,28.1240,27.9180,30.0000,"25.0"
141.4400,28.1760,27.8920,30.0000,"25.0"
141.4800,28.1500,27.9180,30.0000,"25.0"
141.5000,28.1240,27.8920,30.0000,"25.0"
141.5400,28.1500,27.9180,30.0000,"25.0"
141.5600,28.1500,27.9180,30.0000,"25.0"
141.6000,28.1240,27.9180,30.0000,"25.0"
141.6200,28.1760,27.9180,30.0000,"25.0"
141.6600,28.1760,27.9180,30.0000,"25.0"
141.6800,28.1240,27.9180,30.0000,"25.0"
141.7200,28.1760,27.9180,30.0000,"25.0"
141.7400,28.1760,27.9180,30.0000,"25.0"
141.7800,28.1500,27.9180,30.0000,"25.0"
141.8000,28.1500,27.9180,30.0000,"25.0"
141.8400,28.1500,27.9180,30.0000,"25.0"
141.8600,28.1500,27.9180,30.0000,"25.0"
141.9000,28.1760,27.9180,30.0000,"25.0"
141.9200,28.1760,27.9180,30.0000,"25.0"
141.9600,28.1500,27.9180,30.0000,"25.0"
141.9800,28.1760,27.9180,30.0000,"25.0"
142.0200,28.2020,27.9180,30.0000,"25.0"
142.0401,28.1500,27.9180,30.0000,"25.0"
142.0800,28.1500,27.9180,30.0000,"25.0"
142.1000,28.1760,27.9180,30.0000,"25.0"
142.1400,28.1760,27.9180,30.0000,"25.0"
142.1600,28.1760,27.8920,30.0000,"25.0"
142.2000,28.1760,27.9180,30.0000,"25.0"
142.2200,28.1760,27.9180,30.0000,"25.0"
142.2600,28.1500,27.9180,30.0000,"25.0"
142.2800,28.1760,27.9180,30.0000,"25.0"
142.3200,28.1760,27.9180,30.0000,"25.0"
142.3400,28.1760,27.9180,30.0000,"25.0"
142.3800,28.1500,27.9180,30.0000,"25.0"
142.4000,28.1760,27.9440,30.0000,"25.0"
142.4400,28.1760,27.9180,30.0000,"25.0"
142.4600,28.1760,27.9180,30.0000,"25.0"
142.5000,28.1760,27.9180,30.0000,"25.0"
142.5200,28.1760,27.9180,30.0000,"25.0"
142.5600,28.1500,27.9180,30.0000,"25.0"
142.6000,28.1760,27.9180,30.0000,"25.0"
142.6200,28.1760,27.9180,30.0000,"25.0"
142.6600,28.1240,27.9180,30.0000,"25.0"
142.6800,28.1760,27.9180,30.0000,"25.0"
142.7200,28.1760,27.9180,30.0000,"25.0"
142.7400,28.1760,27.9440,30.0000,"25.0"
142.7800,28.1760,27.9180,30.0000,"25.0"
142.8000,28.1760,27.9180,30.0000,"25.0"
142.8400,28.1760,27.9440,30.0000,"25.0"
142.8600,28.1760,27.9440,30.0000,"25.0"
142.9000,28.1760,27.9440,30.0000,"25.0"
142.9200,28.1500,27.9180,30.0000,"25.0"
142.9600,28.1760,27.9180,30.0000,"25.0"
142.9800,28.1760,27.9180,30.0000,"25.0"
143.0200,28.1760,27.9180,30.0000,"25.0"
143.0400,28.1760,27.9180,30.0000,"25.0"
143.0800,28.1760,27.9180,30.0000,"25.0"
143.1000,28.1760,27.9440,30.0000,"25.0"
143.1400,28.1760,27.9180,30.0000,"25.0"
143.1600,28.1760,27.9180,30.0000,"25.0"
143.2000,28.1500,27.9180,30.0000,"25.0"
143.2200,28.1760,27.9440,30.0000,"25.0"
143.2600,28.1760,27.9440,30.0000,"25.0"
143.2800,28.1760,27.9180,30.0000,"25.0"
143.3200,28.1500,27.9180,30.0000,"25.0"
143.3400,28.1760,27.9180,30.0000,"25.0"
143.3800,28.1760,27.9440,30.0000,"25.0"
143.4000,28.1760,27.9440,30.0000,"25.0"
143.4400,28.1760,27.9440,30.0000,"25.0"
143.4600,28.2020,27.9440,30.0000,"25.0"
143.5000,28.1760,27.9440,30.0000,"25.0"
143.5200,28.2020,27.9440,30.0000,"25.0"
143.5600,28.1760,27.9440,30.0000,"25.0"
143.5800,28.2020,27.9440,30.0000,"25.0"
143.6200,28.1760,27.9440,30.0000,"25.0"
143.6400,28.1760,27.9440,30.0000,"25.0"
143.6800,28.1760,27.9440,30.0000,"25.0"
143.7000,28.2020,27.9440,30.0000,"25.0"
143.7400,28.1760,27.9440,30.0000,"25.0"
143.7600,28.1760,27.9440,30.0000,"25.0"
143.8000,28.1760,27.9440,30.0000,"25.0"
143.8200,28.2020,27.9440,30.0000,"25.0"
143.8600,28.1760,27.9440,30.0000,"25.0"
143.8800,28.1760,27.9440,30.0000,"25.0"
143.9200,28.2020,27.9440,30.0000,"25.0"
143.9400,28.2020,27.9440,30.0000,"25.0"
143.9800,28.2020,27.9440,30.0000,"25.0"
144.0000,28.2020,27.9440,30.0000,"25.0"
144.0400,28.2020,27.9440,30.0000,"25.0"
144.0600,28.1760,27.9690,30.0000,"25.0"
144.1000,28.2020,27.9440,30.0000,"25.0"
144.1200,28.1760,27.9690,30.0000,"25.0"
144.1600,28.1760,27.9440,30.0000,"25.0"
144.1800,28.1760,27.9440,30.0000,"25.0"
144.2200,28.2020,27.9440,30.0000,"25.0"
144.2400,28.2020,27.9440,30.0000,"25.0"
144.2800,28.2020,27.9690,30.0000,"25.0"
144.3000,28.2020,27.9440,30.0000,"25.0"
144.3400,28.2020,27.9180,30.0000,"25.0"
144.3600,28.2020,27.9440,30.0000,"25.0"
144.4000,28.1760,27.9690,30.0000,"25.0"
144.4200,28.2020,27.9440,30.0000,"25.0"
144.4600,28.2020,27.9690,30.0000,"25.0"
144.4800,28.1760,27.9440,30.0000,"25.0"
144.5200,28.2020,27.9440,30.0000,"25.0"
144.5400,28.2020,27.9440,30.0000,"25.0"
144.5800,28.1760,27.9440,30.0000,"25.0"
144.6000,28.2020,27.9690,30.0000,"25.0"
144.6400,28.2020,27.9440,30.0000,"25.0"
144.6600,28.2020,27.9690,30.0000,"25.0"
144.7000,28.1760,27.9440,30.0000,"25.0"
144.7200,28.2020,27.9440,30.0000,"25.0"
144.7600,28.2020,27.9440,30.0000,"25.0"
144.7800,28.2020,27.9690,30.0000,"25.0"
144.8200,28.2020,27.9690,30.0000,"25.0"
144.8400,28.2020,27.9690,30.0000,"25.0"
144.8800,28.2020,27.9690,30.0000,"25.0"
144.9000,28.1760,27.9690,30.0000,"25.0"
144.9400,28.1760,27.9690,30.0000,"25.0"
144.9600,28.2020,27.9690,30.0000,"25.0"
145.0000,28.2020,27.9440,30.0000,"25.0"
145.0200,28.2020,27.9440,30.0000,"25.0"
145.0600,28.2020,27.9440,30.0000,"25.0"
145.0800,28.2020,27.9440,30.0000,"25.0"
145.1200,28.1760,27.9690,30.0000,"25.0"
145.1400,28.2020,27.9440,30.0000,"25.0"
145.1800,28.2020,27.9440,30.0000,"25.0"
145.2000,28.1760,27.9690,30.0000,"25.0"
145.2400,28.2020,27.9690,30.0000,"25.0"
145.2600,28.2020,27.9690,30.0000,"25.0"
145.3000,28.2020,27.9440,30.0000,"25.0"
145.3200,28.2020,27.9690,30.0000,"25.0"
145.3600,28.1760,27.9440,30.0000,"25.0"
145.3800,28.2280,27.9690,30.0000,"25.0"
145.4200,28.2020,27.9440,30.0000,"25.0"
145.4400,28.2020,27.9690,30.0000,"25.0"
145.4800,28.2020,27.9690,30.0000,"25.0"
145.5000,28.1760,27.9690,30.0000,"25.0"
145.5400,28.2280,27.9440,30.0000,"25.0"
145.5600,28.2020,27.9690,30.0000,"25.0"
145.6000,28.2280,27.9690,30.0000,"25.0"
145.6200,28.2020,27.9440,30.0000,"25.0"
145.6600,28.2280,27.9950,30.0000,"25.0"
145.7000,28.2280,27.9440,30.0000,"25.0"
145.7200,28.2020,27.9440,30.0000,"25.0"
145.7600,28.2280,27.9690,30.0000,"25.0"
145.7800,28.2280,27.9690,30.0000,"25.0"
145.8200,28.2280,27.9690,30.0000,"25.0"
145.8400,28.2280,27.9690,30.0000,"25.0"
145.8800,28.2020,27.9690,30.0000,"25.0"
145.9000,28.2280,27.9690,30.0000,"25.0"
145.9400,28.2280,27.9690,30.0000,"25.0"
145.9600,28.2280,27.9690,30.0000,"25.0"
146.0000,28.2280,27.9440,30.0000,"25.0"
146.0200,28.2020,27.9950,30.0000,"25.0"
146.0600,28.2020,27.9690,30.0000,"25.0"
146.0800,28.2540,27.9690,30.0000,"25.0"
146.1200,28.2020,27.9690,30.0000,"25.0"
146.1400,28.2020,27.9690,30.0000,"25.0"
146.1800,28.2280,27.9690,30.0000,"25.0"
146.2000,28.2020,27.9440,30.0000,"25.0"
146.2400,28.2280,27.9690,30.0000,"25.0"
146.2600,28.2280,27.9950,30.0000,"25.0"
146.3000,28.2020,27.9690,30.0000,"25.0"
146.3200,28.2280,27.9690,30.0000,"25.0"
146.3600,28.2280,27.9690,30.0000,"25.0"
146.3800,28.2020,27.9950,30.0000,"25.0"
146.4200,28.2280,27.9690,30.0000,"25.0"
146.4400,28.2020,27.9950,30.0000,"25.0"
146.4800,28.2020,27.9690,30.0000,"25.0"
