time,temp_a,temp_b
19:1163.586,32.69,32.9
19:1163.712,32.69,32.9
19:1163.836,32.69,32.9
19:1163.959,32.69,32.9
19:1164.085,32.69,32.9
19:1164.208,32.69,32.9
19:1164.331,32.69,32.9
19:1164.454,32.69,32.9
19:1164.581,32.69,32.9
19:1164.704,32.69,32.9
19:1164.827,32.69,32.9
19:1164.950,32.69,32.9
19:1165.077,32.69,32.9
19:1165.200,32.69,32.9
19:1165.323,32.69,32.9
19:1165.449,32.69,32.9
19:1165.572,32.69,32.9
19:1165.695,32.69,32.9
19:1165.818,32.69,32.9
19:1165.945,32.69,32.9
19:1166.068,32.69,32.9
19:1166.191,32.69,32.9
19:1166.314,32.69,32.9
19:1166.441,32.69,32.9
19:1166.564,32.69,32.9
19:1166.687,32.69,32.9
19:1166.813,32.69,32.9
19:1166.937,32.69,32.9
19:1167.060,32.69,32.9
19:1167.183,32.69,32.9
19:1167.309,32.69,32.9
19:1167.432,32.69,32.9
19:1167.555,32.69,32.9
19:1167.678,32.69,32.9
19:1167.805,32.69,32.9
19:1167.928,32.69,32.9
19:1168.051,32.69,32.9
19:1168.174,32.69,32.9
19:1168.301,32.69,32.9
19:1168.424,32.69,32.9
19:1168.547,32.69,32.9
19:1168.673,32.69,32.9
19:1168.797,32.69,32.9
19:1168.920,32.69,32.9
19:1169.042,32.69,32.9
19:1169.169,32.69,32.9
19:1169.292,32.69,32.9
19:1169.415,32.69,32.9
19:1169.538,32.69,32.9
19:1169.665,32.69,32.9
19:1169.788,32.69,32.9
19:1169.911,32.69,32.9
19:1170.038,32.69,32.9
19:1170.161,32.69,32.9
19:1170.284,32.69,32.9
19:1170.407,32.69,32.9
19:1170.533,32.69,32.9
19:1170.657,32.69,32.9
19:1170.779,32.69,32.9
19:1170.902,32.69,32.9
19:1171.029,32.69,32.9
19:1171.152,32.69,32.9
19:1171.275,32.69,32.9
19:1171.402,32.69,32.9
19:1171.525,32.69,32.9
19:1171.648,32.69,32.9
19:1171.771,32.69,32.9
19:1171.897,32.69,32.9
19:1172.021,32.69,32.9
19:1172.144,32.69,32.9
19:1172.267,32.69,32.9
19:1172.393,32.69,32.9
19:1172.516,32.69,32.9
19:1172.639,32.69,32.9
19:1172.762,32.69,32.9
19:1172.889,32.69,32.9
19:1173.012,32.69,32.9
19:1173.135,32.69,32.9
19:1173.262,32.69,32.9
19:1173.385,32.69,32.91
19:1173.508,32.69,32.9
19:1173.631,32.69,32.91
19:1173.758,32.69,32.91
19:1173.881,32.69,32.91
19:1174.004,32.69,32.91
19:1174.126,32.69,32.91
19:1174.253,32.69,32.91
19:1174.376,32.69,32.91
19:1174.499,32.69,32.91
19:1174.626,32.69,32.91
19:1174.749,32.69,32.91
19:1174.872,32.69,32.91
19:1174.995,32.69,32.91
19:1175.122,32.7,32.91
19:1175.245,32.69,32.91
19:1175.368,32.69,32.91
19:1175.491,32.69,32.91
19:1175.617,32.69,32.91
19:1175.741,32.69,32.91
19:1175.863,32.7,32.91
19:1175.986,32.7,32.91
19:1176.113,32.7,32.91
19:1176.236,32.69,32.91
19:1176.359,32.69,32.91
19:1176.486,32.7,32.91
19:1176.609,32.7,32.91
19:1176.732,32.7,32.91
19:1176.855,32.7,32.91
19:1176.981,32.7,32.91
19:1177.105,32.7,32.91
19:1177.228,32.7,32.91
19:1177.351,32.7,32.92
19:1177.477,32.7,32.91
19:1177.600,32.7,32.91
19:1177.723,32.7,32.91
19:1177.850,32.7,32.92
19:1177.973,32.7,32.92
19:1178.096,32.7,32.92
19:1178.219,32.7,32.91
19:1178.346,32.7,32.91
19:1178.469,32.7,32.91
19:1178.592,32.7,32.92
19:1178.715,32.7,32.92
19:1178.841,32.71,32.92
19:1178.965,32.71,32.91
19:1179.088,32.71,32.92
19:1179.214,32.7,32.92
19:1179.337,32.71,32.92
19:1179.460,32.7,32.92
19:1179.583,32.7,32.92
19:1179.710,32.7,32.92
19:1179.833,32.71,32.92
19:1179.956,32.7,32.92
19:1180.079,32.71,32.92
19:1180.206,32.71,32.92
19:1180.329,32.71,32.92
19:1180.452,32.71,32.92
19:1180.575,32.71,32.93
19:1180.701,32.71,32.92
19:1180.825,32.71,32.93
19:1180.947,32.71,32.93
19:1181.074,32.71,32.92
19:1181.197,32.71,32.93
19:1181.320,32.72,32.93
19:1181.443,32.71,32.93
19:1181.570,32.72,32.92
19:1181.693,32.72,32.93
19:1181.816,32.72,32.93
19:1181.939,32.72,32.93
19:1182.066,32.72,32.94
19:1182.189,32.72,32.93
19:1182.312,32.72,32.94
19:1182.438,32.72,32.94
19:1182.561,32.72,32.94
19:1182.684,32.73,32.94
19:1182.807,32.72,32.94
19:1182.934,32.72,32.94
19:1183.057,32.73,32.94
19:1183.180,32.73,32.94
19:1183.303,32.73,32.94
19:1183.430,32.73,32.95
19:1183.553,32.73,32.94
19:1183.676,32.73,32.95
19:1183.802,32.73,32.94
19:1183.926,32.73,32.95
19:1184.049,32.73,32.95
19:1184.171,32.73,32.95
19:1184.298,32.73,32.95
19:1184.421,32.74,32.95
19:1184.544,32.74,32.95
19:1184.667,32.73,32.95
19:1184.794,32.74,32.96
19:1184.917,32.74,32.95
19:1185.040,32.74,32.95
19:1185.163,32.74,32.95
19:1185.290,32.75,32.96
19:1185.413,32.74,32.96
19:1185.536,32.75,32.95
19:1185.662,32.74,32.95
19:1185.786,32.75,32.96
19:1185.908,32.75,32.96
19:1186.031,32.75,32.95
19:1186.158,32.75,32.96
19:1186.281,32.75,32.96
19:1186.404,32.75,32.96
19:1186.527,32.76,32.96
19:1186.654,32.76,32.97
19:1186.777,32.76,32.96
19:1186.899,32.76,32.97
19:1187.026,32.76,32.97
19:1187.150,32.76,32.97
19:1187.272,32.77,32.97
19:1187.395,32.76,32.97
19:1187.522,32.76,32.98
19:1187.645,32.77,32.98
19:1187.768,32.77,32.98
19:1187.891,32.76,32.98
19:1188.018,32.76,32.98
19:1188.141,32.77,32.98
19:1188.264,32.77,32.98
19:1188.391,32.77,32.99
19:1188.513,32.77,32.98
19:1188.637,32.77,32.99
19:1188.760,32.77,32.99
19:1188.886,32.77,32.99
19:1189.010,32.77,32.99
19:1189.133,32.77,32.99
19:1189.255,32.77,32.99
19:1189.382,32.77,32.99
19:1189.505,32.77,32.99
19:1189.628,32.77,32.99
19:1189.751,32.77,32.99
19:1189.878,32.78,33.0
19:1190.001,32.77,32.99
19:1190.124,32.78,33.0
19:1190.250,32.77,32.99
19:1190.374,32.78,32.99
19:1190.497,32.78,33.0
19:1190.620,32.78,33.0
19:1190.746,32.78,33.0
19:1190.869,32.78,33.0
19:1190.992,32.78,33.0
19:1191.115,32.78,33.0
19:1191.242,32.78,33.0
19:1191.365,32.78,33.0
19:1191.488,32.78,33.0
19:1191.615,32.78,33.0
19:1191.738,32.78,33.0
19:1191.861,32.78,33.0
19:1191.984,32.78,33.0
19:1192.110,32.79,33.0
19:1192.234,32.79,33.0
19:1192.357,32.79,33.0
19:1192.479,32.79,33.0
19:1192.606,32.78,33.0
19:1192.729,32.79,33.0
19:1192.852,32.79,33.01
19:1192.975,32.79,33.01
19:1193.102,32.79,33.0
19:1193.225,32.79,33.01
19:1193.348,32.79,33.01
19:1193.474,32.79,33.01
19:1193.598,32.79,33.01
19:1193.720,32.79,33.01
19:1193.844,32.79,33.01
19:1193.970,32.79,33.01
19:1194.093,32.79,33.01
19:1194.216,32.79,33.01
19:1194.339,32.79,33.01
19:1194.466,32.79,33.01
19:1194.589,32.79,33.01
19:1194.712,32.79,33.01
19:1194.839,32.79,33.01
19:1194.962,32.79,33.01
19:1195.085,32.79,33.01
19:1195.208,32.79,33.01
19:1195.334,32.79,33.01
19:1195.458,32.79,33.01
19:1195.581,32.79,33.01
19:1195.704,32.79,33.01
19:1195.830,32.79,33.01
19:1195.953,32.79,33.01
19:1196.076,32.79,33.01
19:1196.203,32.79,33.01
19:1196.326,32.79,33.01
19:1196.449,32.79,33.01
19:1196.572,32.79,33.01
19:1196.699,32.79,33.01
19:1196.822,32.79,33.01
19:1196.945,32.79,33.01
19:1197.068,32.79,33.01
19:1197.194,32.79,33.01
19:1197.318,32.79,33.01
19:1197.440,32.79,33.01
19:1197.563,32.79,33.01
19:1197.690,32.79,33.01
19:1197.813,32.79,33.01
19:1197.936,32.79,33.01
19:1198.063,32.79,33.01
19:1198.186,32.79,33.01
19:1198.309,32.79,33.01
19:1198.432,32.79,33.01
19:1198.558,32.79,33.01
19:1198.681,32.79,33.01
19:1198.804,32.79,33.01
19:1198.927,32.79,33.01
19:1199.054,32.79,33.01
19:1199.177,32.79,33.01
19:1199.300,32.79,33.01
19:1199.427,32.79,33.01
19:1199.550,32.8,33.01
19:1199.673,32.79,33.01
19:1199.796,32.79,33.01
19:1199.923,32.79,33.01
20:1200.046,32.79,33.01
20:1200.169,32.79,33.01
20:1200.292,32.79,33.01
20:1200.418,32.79,33.01
20:1200.541,32.8,33.01
20:1200.664,32.79,33.01
20:1200.791,32.79,33.01
20:1200.914,32.79,33.01
20:1201.037,32.79,33.01
20:1201.160,32.79,33.01
20:1201.287,32.79,33.01
20:1201.410,32.79,33.01
20:1201.532,32.79,33.01
20:1201.656,32.79,33.01
20:1201.782,32.79,33.01
20:1201.905,32.79,33.01
20:1202.028,32.79,33.01
20:1202.151,32.79,33.01
20:1202.278,32.79,33.01
20:1202.401,32.8,33.01
20:1202.524,32.8,33.01
20:1202.651,32.79,33.01
20:1202.774,32.8,33.01
20:1202.896,32.79,33.01
20:1203.020,32.8,33.01
20:1203.147,32.79,33.01
20:1203.270,32.8,33.01
20:1203.393,32.79,33.01
20:1203.516,32.79,33.01
20:1203.642,32.79,33.01
20:1203.765,32.79,33.01
20:1203.888,32.79,33.01
20:1204.015,32.8,33.01
20:1204.138,32.79,33.01
20:1204.261,32.8,33.01
20:1204.384,32.8,33.01
20:1204.511,32.79,33.01
20:1204.634,32.8,33.01
20:1204.757,32.8,33.01
20:1204.880,32.8,33.01
20:1205.006,32.8,33.01
20:1205.130,32.8,33.01
20:1205.252,32.8,33.01
20:1205.375,32.8,33.01
20:1205.502,32.8,33.01
20:1205.625,32.79,33.01
20:1205.748,32.8,33.01
20:1205.875,32.8,33.01
20:1205.998,32.8,33.01
20:1206.121,32.79,33.01
20:1206.244,32.8,33.01
20:1206.370,32.8,33.01
20:1206.494,32.8,33.01
20:1206.617,32.8,33.01
20:1206.740,32.8,33.01
20:1206.866,32.8,33.01
20:1206.989,32.8,33.01
20:1207.112,32.8,33.01
20:1207.239,32.8,33.01
20:1207.362,32.8,33.01
20:1207.485,32.8,33.01
20:1207.608,32.8,33.01
20:1207.735,32.8,33.01
20:1207.858,32.8,33.01
20:1207.981,32.8,33.01
20:1208.103,32.8,33.01
20:1208.230,32.8,33.01
20:1208.354,32.8,33.01
20:1208.476,32.8,33.01
20:1208.603,32.8,33.01
20:1208.726,32.8,33.01
20:1208.849,32.8,33.01
20:1208.972,32.8,33.01
20:1209.099,32.8,33.01
20:1209.222,32.8,33.01
20:1209.345,32.8,33.01
20:1209.468,32.8,33.01
20:1209.594,32.8,33.01
20:1209.718,32.8,33.01
20:1209.840,32.8,33.01
20:1209.963,32.8,33.01
20:1210.090,32.8,33.01
20:1210.213,32.8,33.01
20:1210.336,32.8,33.01
20:1210.463,32.8,33.01
20:1210.586,32.8,33.01
20:1210.709,32.8,33.01
20:1210.832,32.8,33.01
20:1210.959,32.8,33.01
20:1211.082,32.8,33.01
20:1211.205,32.8,33.01
20:1211.328,32.8,33.01
20:1211.454,32.8,33.01
20:1211.577,32.8,33.01
20:1211.700,32.8,33.01
20:1211.827,32.8,33.01
20:1211.950,32.8,33.01
20:1212.073,32.8,33.01
20:1212.196,32.8,33.01
20:1212.323,32.8,33.01
20:1212.446,32.8,33.01
20:1212.569,32.8,33.01
20:1212.692,32.8,33.01
20:1212.818,32.8,33.01
20:1212.942,32.8,33.01
20:1213.065,32.8,33.01
20:1213.191,32.8,33.01
20:1213.314,32.8,33.01
20:1213.437,32.8,33.01
20:1213.560,32.8,33.01
20:1213.687,32.8,33.02
20:1213.810,32.8,33.02
20:1213.933,32.8,33.01
20:1214.056,32.8,33.01
20:1214.182,32.8,33.01
20:1214.306,32.8,33.01
20:1214.429,32.8,33.01
20:1214.551,32.8,33.02
20:1214.678,32.8,33.01
20:1214.801,32.8,33.02
20:1214.924,32.8,33.01
20:1215.051,32.8,33.01
20:1215.174,32.8,33.02
20:1215.297,32.8,33.01
20:1215.420,32.8,33.02
20:1215.546,32.8,33.02
20:1215.670,32.8,33.01
20:1215.793,32.8,33.02
20:1215.916,32.8,33.01
20:1216.042,32.8,33.01
20:1216.165,32.8,33.02
20:1216.288,32.8,33.02
20:1216.415,32.8,33.01
20:1216.538,32.8,33.01
20:1216.661,32.8,33.02
20:1216.784,32.8,33.02
20:1216.910,32.8,33.01
20:1217.034,32.8,33.02
20:1217.157,32.8,33.02
20:1217.280,32.8,33.02
20:1217.406,32.8,33.02
20:1217.530,32.8,33.02
20:1217.653,32.8,33.02
20:1217.779,32.8,33.02
20:1217.902,32.8,33.02
20:1218.025,32.8,33.02
20:1218.148,32.8,33.02
20:1218.275,32.8,33.02
20:1218.398,32.8,33.02
20:1218.521,32.8,33.02
20:1218.644,32.8,33.02
20:1218.771,32.8,33.02
20:1218.894,32.8,33.02
20:1219.017,32.8,33.02
20:1219.140,32.8,33.02
20:1219.266,32.8,33.02
20:1219.389,32.8,33.02
20:1219.512,32.8,33.02
20:1219.639,32.8,33.02
20:1219.762,32.8,33.02
20:1219.885,32.8,33.02
20:1220.008,32.8,33.02
20:1220.135,32.8,33.02
20:1220.258,32.8,33.02
20:1220.381,32.8,33.02
20:1220.504,32.8,33.02
20:1220.630,32.8,33.02
20:1220.754,32.8,33.02
20:1220.876,32.8,33.02
20:1221.003,32.8,33.03
20:1221.126,32.8,33.03
20:1221.249,32.8,33.02
20:1221.372,32.8,33.03
20:1221.499,32.8,33.02
20:1221.622,32.8,33.03
20:1221.745,32.8,33.03
20:1221.868,32.8,33.03
20:1221.994,32.8,33.03
20:1222.118,32.8,33.03
20:1222.241,32.8,33.03
20:1222.363,32.8,33.03
20:1222.490,32.8,33.03
20:1222.613,32.8,33.03
20:1222.736,32.8,33.03
20:1222.863,32.8,33.03
20:1222.986,32.8,33.03
20:1223.109,32.8,33.03
20:1223.232,32.81,33.03
20:1223.358,32.8,33.03
20:1223.482,32.8,33.03
20:1223.605,32.8,33.03
20:1223.728,32.8,33.03
20:1223.854,32.81,33.03
20:1223.977,32.81,33.04
20:1224.100,32.81,33.03
20:1224.227,32.8,33.04
20:1224.350,32.81,33.03
20:1224.473,32.81,33.04
20:1224.596,32.81,33.04
20:1224.723,32.81,33.04
20:1224.846,32.81,33.04
20:1224.969,32.81,33.04
20:1225.092,32.81,33.04
20:1225.218,32.81,33.04
20:1225.341,32.81,33.04
20:1225.464,32.81,33.04
20:1225.591,32.81,33.04
20:1225.714,32.81,33.04
20:1225.837,32.81,33.04
20:1225.960,32.81,33.04
20:1226.087,32.81,33.04
20:1226.210,32.82,33.04
20:1226.333,32.81,33.05
20:1226.456,32.82,33.05
20:1226.582,32.81,33.05
20:1226.706,32.82,33.04
20:1226.828,32.82,33.05
20:1226.951,32.82,33.05
20:1227.078,32.82,33.05
20:1227.201,32.82,33.05
20:1227.324,32.82,33.05
20:1227.451,32.82,33.05
20:1227.574,32.82,33.05
20:1227.697,32.82,33.05
20:1227.820,32.82,33.05
20:1227.947,32.82,33.05
20:1228.070,32.82,33.05
20:1228.193,32.82,33.05
20:1228.316,32.82,33.05
20:1228.442,32.83,33.06
20:1228.565,32.83,33.06
20:1228.688,32.83,33.06
20:1228.815,32.82,33.06
20:1228.938,32.83,33.06
20:1229.061,32.82,33.06
20:1229.184,32.83,33.06
20:1229.311,32.83,33.06
20:1229.434,32.83,33.07
20:1229.557,32.83,33.07
20:1229.680,32.83,33.06
20:1229.806,32.83,33.06
20:1229.930,32.83,33.07
20:1230.052,32.84,33.07
20:1230.179,32.83,33.07
20:1230.302,32.83,33.07
20:1230.425,32.83,33.07
20:1230.548,32.83,33.07
20:1230.675,32.83,33.07
20:1230.798,32.84,33.07
20:1230.921,32.84,33.07
20:1231.044,32.83,33.08
20:1231.171,32.84,33.07
20:1231.294,32.84,33.08
20:1231.416,32.84,33.08
20:1231.539,32.84,33.08
20:1231.666,32.84,33.08
20:1231.789,32.84,33.08
20:1231.912,32.84,33.08
20:1232.038,32.84,33.08
20:1232.162,32.85,33.08
20:1232.285,32.85,33.08
20:1232.407,32.84,33.08
20:1232.535,32.85,33.08
20:1232.658,32.85,33.08
20:1232.781,32.85,33.08
20:1232.904,32.85,33.08
20:1233.030,32.85,33.08
20:1233.153,32.85,33.08
20:1233.276,32.85,33.08
20:1233.403,32.85,33.08
20:1233.526,32.85,33.08
20:1233.649,32.85,33.08
20:1233.772,32.85,33.08
20:1233.899,32.85,33.08
20:1234.022,32.85,33.09
20:1234.145,32.85,33.09
20:1234.268,32.85,33.08
20:1234.394,32.85,33.09
20:1234.517,32.85,33.09
20:1234.640,32.86,33.09
20:1234.767,32.85,33.09
20:1234.890,32.86,33.09
20:1235.013,32.86,33.09
20:1235.136,32.86,33.09
20:1235.263,32.86,33.09
20:1235.386,32.86,33.09
20:1235.509,32.87,33.09
20:1235.632,32.86,33.09
20:1235.758,32.87,33.09
20:1235.882,32.87,33.1
20:1236.004,32.87,33.1
20:1236.128,32.87,33.1
20:1236.254,32.87,33.1
20:1236.377,32.87,33.1
20:1236.500,32.87,33.1
20:1236.627,32.87,33.1
20:1236.750,32.87,33.1
20:1236.873,32.87,33.1
20:1236.996,32.87,33.1
20:1237.123,32.87,33.1
20:1237.246,32.87,33.11
20:1237.368,32.87,33.1
20:1237.491,32.87,33.1
20:1237.618,32.88,33.1
20:1237.741,32.88,33.11
20:1237.864,32.87,33.11
20:1237.991,32.88,33.11
20:1238.114,32.88,33.11
20:1238.237,32.88,33.11
20:1238.360,32.88,33.11
20:1238.486,32.87,33.11
20:1238.610,32.88,33.11
20:1238.733,32.87,33.11
20:1238.856,32.88,33.11
20:1238.982,32.88,33.11
20:1239.106,32.88,33.11
20:1239.228,32.88,33.11
20:1239.351,32.88,33.11
20:1239.478,32.88,33.11
20:1239.601,32.88,33.11
20:1239.724,32.88,33.11
20:1239.851,32.88,33.11
20:1239.974,32.88,33.11
20:1240.097,32.89,33.11
20:1240.220,32.88,33.11
20:1240.346,32.88,33.11
20:1240.470,32.89,33.11
20:1240.592,32.89,33.11
20:1240.715,32.89,33.11
20:1240.842,32.89,33.11
20:1240.965,32.89,33.11
20:1241.088,32.89,33.11
20:1241.215,32.89,33.11
20:1241.338,32.89,33.11
20:1241.461,32.89,33.11
20:1241.583,32.89,33.12
20:1241.711,32.89,33.12
20:1241.834,32.89,33.11
20:1241.957,32.89,33.12
20:1242.079,32.89,33.12
20:1242.206,32.89,33.12
20:1242.329,32.9,33.12
20:1242.452,32.89,33.12
20:1242.579,32.89,33.12
20:1242.702,32.89,33.12
20:1242.825,32.89,33.12
20:1242.948,32.9,33.12
20:1243.075,32.9,33.12
20:1243.197,32.9,33.12
20:1243.321,32.9,33.12
20:1243.444,32.9,33.12
20:1243.570,32.9,33.12
20:1243.693,32.9,33.12
20:1243.816,32.9,33.12
20:1243.939,32.9,33.12
20:1244.066,32.9,33.12
20:1244.189,32.9,33.12
20:1244.312,32.9,33.12
20:1244.438,32.9,33.12
20:1244.562,32.9,33.12
20:1244.685,32.9,33.12
20:1244.808,32.9,33.12
20:1244.934,32.9,33.12
20:1245.057,32.9,33.12
20:1245.180,32.9,33.12
20:1245.303,32.9,33.12
20:1245.430,32.9,33.12
20:1245.553,32.9,33.12
20:1245.676,32.9,33.12
20:1245.803,32.9,33.12
20:1245.926,32.9,33.12
20:1246.049,32.9,33.12
20:1246.172,32.9,33.12
20:1246.298,32.9,33.12
20:1246.422,32.9,33.12
20:1246.544,32.9,33.12
20:1246.667,32.9,33.12
20:1246.794,32.9,33.12
20:1246.917,32.9,33.12
20:1247.040,32.9,33.12
20:1247.167,32.9,33.12
20:1247.290,32.9,33.12
20:1247.413,32.9,33.12
20:1247.536,32.9,33.12
20:1247.662,32.9,33.12
20:1247.786,32.9,33.12
20:1247.908,32.9,33.12
20:1248.031,32.9,33.12
20:1248.158,32.9,33.12
20:1248.281,32.9,33.12
20:1248.404,32.9,33.12
20:1248.527,32.9,33.12
20:1248.654,32.9,33.12
20:1248.777,32.9,33.12
20:1248.900,32.9,33.12
20:1249.026,32.9,33.12
20:1249.149,32.9,33.12
20:1249.273,32.9,33.12
20:1249.395,32.9,33.12
20:1249.522,32.9,33.12
20:1249.645,32.9,33.12
20:1249.768,32.9,33.12
20:1249.891,32.9,33.12
20:1250.018,32.9,33.12
20:1250.141,32.9,33.12
20:1250.264,32.9,33.12
20:1250.391,32.9,33.12
20:1250.514,32.9,33.12
20:1250.637,32.9,33.12
20:1250.760,32.9,33.12
20:1250.886,32.9,33.12
20:1251.009,32.9,33.12
20:1251.132,32.9,33.12
20:1251.255,32.9,33.12
20:1251.382,32.9,33.12
20:1251.505,32.9,33.12
20:1251.628,32.9,33.12
20:1251.754,32.9,33.12
20:1251.878,32.9,33.12
20:1252.001,32.9,33.12
20:1252.124,32.9,33.12
20:1252.250,32.9,33.12
20:1252.373,32.9,33.12
20:1252.496,32.9,33.12
20:1252.619,32.9,33.12
20:1252.746,32.9,33.12
20:1252.869,32.9,33.12
20:1252.992,32.9,33.12
20:1253.115,32.9,33.12
20:1253.241,32.9,33.12
20:1253.365,32.9,33.12
20:1253.488,32.9,33.12
20:1253.614,32.9,33.12
20:1253.737,32.9,33.12
20:1253.860,32.9,33.12
20:1253.983,32.9,33.12
20:1254.110,32.9,33.12
20:1254.233,32.9,33.12
20:1254.356,32.9,33.12
20:1254.479,32.9,33.12
20:1254.605,32.9,33.12
20:1254.729,32.9,33.12
20:1254.852,32.9,33.12
20:1254.978,32.9,33.12
20:1255.101,32.9,33.12
20:1255.224,32.9,33.12
20:1255.347,32.9,33.12
20:1255.474,32.9,33.12
20:1255.597,32.9,33.12
20:1255.720,32.9,33.12
20:1255.843,32.9,33.12
20:1255.970,32.9,33.12
20:1256.093,32.9,33.12
20:1256.216,32.9,33.12
20:1256.342,32.9,33.12
20:1256.465,32.9,33.12
20:1256.589,32.9,33.12
20:1256.711,32.9,33.12
20:1256.838,32.9,33.12
20:1256.961,32.9,33.12
20:1257.084,32.9,33.12
20:1257.207,32.9,33.12
20:1257.334,32.9,33.12
20:1257.457,32.9,33.12
20:1257.580,32.9,33.12
20:1257.703,32.9,33.12
20:1257.830,32.9,33.12
20:1257.953,32.9,33.12
20:1258.076,32.9,33.12
20:1258.202,32.9,33.12
20:1258.325,32.9,33.12
20:1258.448,32.9,33.12
20:1258.571,32.9,33.12
20:1258.698,32.9,33.12
20:1258.821,32.9,33.12
20:1258.944,32.9,33.12
20:1259.067,32.9,33.12
20:1259.194,32.9,33.12
20:1259.317,32.9,33.12
20:1259.440,32.9,33.12
20:1259.566,32.9,33.12
20:1259.689,32.9,33.12
20:1259.812,32.9,33.12
20:1259.935,32.9,33.12
21:1260.062,32.9,33.12
21:1260.185,32.9,33.12
21:1260.308,32.9,33.12
21:1260.431,32.9,33.12
21:1260.557,32.9,33.12
21:1260.681,32.9,33.12
21:1260.804,32.9,33.12
21:1260.927,32.9,33.12
21:1261.053,32.9,33.12
21:1261.176,32.9,33.12
21:1261.299,32.9,33.12
21:1261.426,32.9,33.12
21:1261.549,32.9,33.12
21:1261.672,32.9,33.12
21:1261.795,32.9,33.12
21:1261.922,32.9,33.12
21:1262.045,32.9,33.12
21:1262.168,32.9,33.12
21:1262.290,32.9,33.12
21:1262.417,32.9,33.12
21:1262.540,32.9,33.12
21:1262.663,32.9,33.12
21:1262.790,32.9,33.12
21:1262.913,32.9,33.12
21:1263.036,32.9,33.12
21:1263.159,32.9,33.12
21:1263.286,32.9,33.12
21:1263.409,32.9,33.12
21:1263.532,32.9,33.12
21:1263.655,32.9,33.12
21:1263.782,32.9,33.12
21:1263.904,32.9,33.12
21:1264.027,32.9,33.12
21:1264.154,32.9,33.12
21:1264.277,32.91,33.12
21:1264.400,32.9,33.12
21:1264.523,32.91,33.13
21:1264.649,32.9,33.13
21:1264.773,32.91,33.13
21:1264.896,32.9,33.12
21:1265.019,32.91,33.13
21:1265.145,32.91,33.12
21:1265.268,32.91,33.13
21:1265.392,32.9,33.13
21:1265.514,32.91,33.13
21:1265.641,32.91,33.13
21:1265.764,32.9,33.13
21:1265.887,32.91,33.13
21:1266.014,32.91,33.13
21:1266.137,32.91,33.13
21:1266.260,32.91,33.13
21:1266.383,32.91,33.13
21:1266.510,32.91,33.13
21:1266.633,32.91,33.13
21:1266.755,32.91,33.13
21:1266.878,32.91,33.13
21:1267.005,32.91,33.13
21:1267.128,32.91,33.13
21:1267.251,32.91,33.13
21:1267.378,32.91,33.13
21:1267.501,32.91,33.12
21:1267.624,32.91,33.13
21:1267.747,32.91,33.12
21:1267.874,32.91,33.13
21:1267.997,32.91,33.13
21:1268.120,32.91,33.13
21:1268.243,32.91,33.13
21:1268.369,32.91,33.13
21:1268.493,32.91,33.13
21:1268.615,32.91,33.13
21:1268.742,32.91,33.13
21:1268.865,32.91,33.13
21:1268.988,32.91,33.12
21:1269.111,32.91,33.13
21:1269.238,32.91,33.13
21:1269.361,32.91,33.13
21:1269.484,32.91,33.13
21:1269.607,32.91,33.13
21:1269.733,32.91,33.13
21:1269.857,32.91,33.13
21:1269.980,32.91,33.13
21:1270.102,32.91,33.13
21:1270.229,32.91,33.13
21:1270.352,32.91,33.13
21:1270.475,32.91,33.13
21:1270.602,32.91,33.13
21:1270.725,32.91,33.13
21:1270.848,32.91,33.13
21:1270.971,32.91,33.13
21:1271.097,32.91,33.13
21:1271.221,32.91,33.13
21:1271.343,32.91,33.13
21:1271.466,32.91,33.13
21:1271.593,32.91,33.13
21:1271.716,32.91,33.13
21:1271.839,32.91,33.13
21:1271.966,32.91,33.13
21:1272.089,32.91,33.13
21:1272.212,32.91,33.13
21:1272.335,32.91,33.13
21:1272.461,32.91,33.13
21:1272.585,32.91,33.13
21:1272.708,32.91,33.13
21:1272.831,32.91,33.14
21:1272.957,32.91,33.14
21:1273.080,32.91,33.14
21:1273.203,32.91,33.13
21:1273.330,32.91,33.14
21:1273.453,32.91,33.14
21:1273.576,32.91,33.14
21:1273.699,32.91,33.14
21:1273.825,32.91,33.14
21:1273.949,32.91,33.14
21:1274.072,32.91,33.14
21:1274.194,32.91,33.14
21:1274.321,32.91,33.14
21:1274.444,32.91,33.14
21:1274.567,32.92,33.14
21:1274.690,32.91,33.14
21:1274.817,32.91,33.14
21:1274.940,32.91,33.14
21:1275.063,32.92,33.15
21:1275.189,32.92,33.14
21:1275.313,32.92,33.14
21:1275.436,32.92,33.14
21:1275.559,32.92,33.14
21:1275.685,32.92,33.14
21:1275.808,32.92,33.14
21:1275.931,32.92,33.14
21:1276.054,32.92,33.14
21:1276.181,32.92,33.14
21:1276.304,32.92,33.14
21:1276.427,32.92,33.14
21:1276.553,32.92,33.14
21:1276.676,32.92,33.14
21:1276.800,32.92,33.14
21:1276.923,32.92,33.15
21:1277.049,32.92,33.14
21:1277.172,32.92,33.15
21:1277.295,32.92,33.14
21:1277.418,32.92,33.15
21:1277.545,32.92,33.15
21:1277.668,32.92,33.14
21:1277.791,32.92,33.15
21:1277.918,32.92,33.15
21:1278.041,32.92,33.15
21:1278.164,32.92,33.15
21:1278.286,32.92,33.15
21:1278.413,32.92,33.15
21:1278.536,32.92,33.15
21:1278.659,32.92,33.15
21:1278.782,32.93,33.15
21:1278.909,32.92,33.15
21:1279.032,32.93,33.15
