time,temp_a,temp_b
09:594.388,30.39,30.59
09:594.511,30.39,30.59
09:594.635,30.39,30.59
09:594.757,30.4,30.6
09:594.884,30.39,30.6
09:595.007,30.39,30.6
09:595.130,30.39,30.6
09:595.253,30.4,30.6
09:595.380,30.4,30.6
09:595.503,30.4,30.61
09:595.626,30.4,30.6
09:595.749,30.4,30.61
09:595.875,30.4,30.61
09:595.998,30.4,30.61
09:596.121,30.4,30.61
09:596.248,30.41,30.61
09:596.371,30.4,30.61
09:596.494,30.41,30.61
09:596.617,30.41,30.62
09:596.743,30.41,30.62
09:596.867,30.41,30.62
09:596.990,30.41,30.62
09:597.113,30.42,30.62
09:597.239,30.41,30.63
09:597.362,30.42,30.62
09:597.485,30.42,30.63
09:597.612,30.42,30.63
09:597.735,30.42,30.63
09:597.858,30.42,30.63
09:597.981,30.43,30.63
09:598.108,30.42,30.63
09:598.231,30.43,30.64
09:598.353,30.43,30.64
09:598.477,30.43,30.64
09:598.603,30.43,30.64
09:598.726,30.43,30.64
09:598.849,30.43,30.64
09:598.972,30.43,30.64
09:599.099,30.43,30.64
09:599.222,30.43,30.65
09:599.345,30.43,30.65
09:599.471,30.43,30.65
09:599.595,30.43,30.65
09:599.718,30.44,30.65
09:599.841,30.44,30.65
09:599.967,30.44,30.65
10:600.090,30.44,30.65
10:600.213,30.44,30.65
10:600.336,30.44,30.65
10:600.463,30.44,30.65
10:600.586,30.44,30.65
10:600.709,30.44,30.65
10:600.835,30.44,30.65
10:600.958,30.44,30.65
10:601.082,30.44,30.65
10:601.205,30.44,30.66
10:601.331,30.44,30.65
10:601.454,30.44,30.65
10:601.577,30.44,30.65
10:601.700,30.44,30.66
10:601.826,30.44,30.65
10:601.950,30.44,30.66
10:602.073,30.44,30.66
10:602.199,30.44,30.66
10:602.322,30.44,30.66
10:602.446,30.44,30.66
10:602.568,30.44,30.66
10:602.695,30.44,30.66
10:602.818,30.44,30.66
10:602.941,30.45,30.66
10:603.064,30.45,30.66
10:603.191,30.45,30.66
10:603.314,30.45,30.66
10:603.437,30.44,30.66
10:603.560,30.45,30.66
10:603.686,30.45,30.66
10:603.809,30.45,30.66
10:603.932,30.45,30.66
10:604.059,30.45,30.66
10:604.182,30.45,30.66
10:604.305,30.45,30.66
10:604.428,30.45,30.66
10:604.554,30.45,30.66
10:604.678,30.45,30.66
10:604.801,30.45,30.66
10:604.923,30.45,30.66
10:605.050,30.45,30.66
10:605.173,30.45,30.66
10:605.296,30.45,30.66
10:605.423,30.45,30.66
10:605.546,30.45,30.66
10:605.669,30.45,30.66
10:605.792,30.45,30.66
10:605.918,30.45,30.66
10:606.042,30.45,30.66
10:606.165,30.45,30.66
10:606.287,30.45,30.66
10:606.414,30.45,30.66
10:606.537,30.45,30.66
10:606.660,30.45,30.66
10:606.783,30.45,30.66
10:606.910,30.45,30.66
10:607.033,30.45,30.66
10:607.156,30.45,30.66
10:607.282,30.45,30.66
10:607.406,30.45,30.66
10:607.529,30.45,30.66
10:607.651,30.45,30.66
10:607.778,30.45,30.66
10:607.901,30.45,30.66
10:608.024,30.45,30.66
10:608.147,30.45,30.66
10:608.274,30.45,30.66
10:608.397,30.45,30.66
10:608.520,30.45,30.66
10:608.646,30.45,30.66
10:608.769,30.45,30.66
10:608.893,30.45,30.66
10:609.015,30.45,30.66
10:609.142,30.45,30.66
10:609.265,30.45,30.66
10:609.388,30.45,30.66
10:609.511,30.45,30.66
10:609.638,30.45,30.66
10:609.761,30.45,30.66
10:609.884,30.45,30.66
10:610.010,30.45,30.66
10:610.134,30.45,30.66
10:610.256,30.45,30.66
10:610.379,30.45,30.66
10:610.506,30.45,30.66
10:610.629,30.45,30.66
10:610.752,30.45,30.66
10:610.875,30.45,30.66
10:611.002,30.45,30.66
10:611.125,30.45,30.66
10:611.248,30.45,30.66
10:611.370,30.45,30.66
10:611.497,30.45,30.66
10:611.620,30.45,30.66
10:611.743,30.45,30.66
10:611.870,30.45,30.66
10:611.993,30.45,30.66
10:612.116,30.45,30.66
10:612.239,30.45,30.66
10:612.365,30.45,30.66
10:612.489,30.45,30.66
10:612.612,30.45,30.66
10:612.735,30.45,30.66
10:612.861,30.45,30.67
10:612.984,30.46,30.66
10:613.107,30.46,30.67
10:613.234,30.46,30.67
10:613.357,30.46,30.67
10:613.480,30.46,30.67
10:613.603,30.46,30.67
10:613.730,30.45,30.67
10:613.853,30.46,30.67
10:613.976,30.46,30.67
10:614.099,30.46,30.67
10:614.225,30.46,30.67
10:614.348,30.46,30.67
10:614.471,30.46,30.67
10:614.594,30.46,30.67
10:614.721,30.46,30.67
10:614.844,30.46,30.67
10:614.967,30.46,30.67
10:615.094,30.46,30.67
10:615.217,30.47,30.67
10:615.339,30.47,30.67
10:615.463,30.47,30.68
10:615.589,30.47,30.67
10:615.712,30.47,30.68
10:615.835,30.47,30.68
10:615.958,30.47,30.68
10:616.085,30.47,30.68
10:616.208,30.47,30.68
10:616.331,30.47,30.68
10:616.457,30.48,30.68
10:616.581,30.47,30.68
10:616.704,30.48,30.68
10:616.826,30.48,30.69
10:616.953,30.48,30.69
10:617.076,30.48,30.69
10:617.199,30.48,30.68
10:617.322,30.48,30.69
10:617.449,30.48,30.69
10:617.572,30.48,30.68
10:617.695,30.49,30.69
10:617.821,30.49,30.69
10:617.944,30.49,30.7
10:618.068,30.49,30.69
10:618.191,30.49,30.69
10:618.317,30.49,30.69
10:618.440,30.49,30.69
10:618.563,30.49,30.7
10:618.686,30.49,30.7
10:618.813,30.5,30.7
10:618.936,30.49,30.7
10:619.059,30.5,30.7
10:619.182,30.5,30.7
10:619.308,30.5,30.7
10:619.431,30.5,30.71
10:619.555,30.5,30.71
10:619.681,30.5,30.71
10:619.804,30.51,30.71
10:619.927,30.51,30.71
10:620.050,30.51,30.71
10:620.177,30.51,30.72
10:620.300,30.51,30.72
10:620.423,30.51,30.71
10:620.546,30.51,30.72
10:620.672,30.52,30.72
10:620.796,30.52,30.72
10:620.918,30.52,30.73
10:621.045,30.52,30.72
10:621.168,30.53,30.73
10:621.291,30.53,30.73
10:621.414,30.53,30.73
10:621.541,30.53,30.73
10:621.664,30.53,30.74
10:621.786,30.53,30.74
10:621.910,30.53,30.74
10:622.036,30.54,30.74
10:622.160,30.54,30.74
10:622.282,30.53,30.74
10:622.405,30.53,30.74
10:622.532,30.54,30.74
10:622.655,30.54,30.75
10:622.778,30.54,30.75
10:622.905,30.54,30.75
10:623.028,30.54,30.75
10:623.151,30.54,30.75
10:623.274,30.54,30.75
10:623.400,30.54,30.75
10:623.523,30.54,30.75
10:623.646,30.54,30.75
10:623.769,30.55,30.75
10:623.896,30.55,30.76
10:624.019,30.55,30.76
10:624.142,30.55,30.76
10:624.268,30.55,30.76
10:624.392,30.55,30.76
10:624.515,30.55,30.76
10:624.637,30.55,30.76
10:624.764,30.55,30.76
10:624.887,30.55,30.76
10:625.010,30.55,30.76
10:625.133,30.55,30.76
10:625.260,30.55,30.76
10:625.383,30.55,30.76
10:625.506,30.55,30.76
10:625.629,30.55,30.76
10:625.756,30.55,30.76
10:625.879,30.55,30.76
10:626.002,30.55,30.76
10:626.128,30.55,30.76
10:626.251,30.55,30.76
10:626.374,30.55,30.76
10:626.497,30.55,30.76
10:626.624,30.55,30.76
10:626.747,30.55,30.76
10:626.870,30.55,30.76
10:626.993,30.55,30.76
10:627.119,30.55,30.76
10:627.243,30.55,30.76
10:627.365,30.55,30.76
10:627.492,30.55,30.76
10:627.615,30.55,30.76
10:627.738,30.55,30.76
10:627.861,30.55,30.76
10:627.988,30.55,30.76
10:628.111,30.55,30.76
10:628.234,30.55,30.76
10:628.356,30.55,30.76
10:628.483,30.55,30.76
10:628.607,30.55,30.76
10:628.729,30.55,30.76
10:628.856,30.55,30.76
10:628.979,30.55,30.76
10:629.102,30.55,30.76
10:629.225,30.55,30.76
10:629.351,30.55,30.76
10:629.475,30.55,30.76
10:629.598,30.55,30.76
10:629.721,30.55,30.76
10:629.847,30.55,30.76
10:629.970,30.55,30.76
10:630.093,30.55,30.76
10:630.216,30.55,30.76
10:630.342,30.55,30.76
10:630.466,30.55,30.76
10:630.589,30.55,30.76
10:630.715,30.55,30.76
10:630.838,30.55,30.76
10:630.961,30.55,30.76
10:631.085,30.55,30.76
10:631.211,30.55,30.76
10:631.334,30.55,30.76
10:631.457,30.55,30.76
10:631.580,30.55,30.76
10:631.707,30.55,30.76
10:631.830,30.55,30.76
10:631.952,30.55,30.76
10:632.079,30.55,30.76
10:632.203,30.55,30.76
10:632.326,30.55,30.76
10:632.448,30.55,30.76
10:632.575,30.55,30.76
10:632.698,30.55,30.76
10:632.821,30.55,30.76
10:632.944,30.55,30.76
10:633.071,30.55,30.76
10:633.194,30.55,30.76
10:633.317,30.55,30.76
10:633.440,30.55,30.76
10:633.566,30.56,30.76
10:633.690,30.56,30.76
10:633.813,30.56,30.76
10:633.939,30.56,30.76
10:634.062,30.55,30.76
10:634.185,30.56,30.76
10:634.308,30.56,30.76
10:634.435,30.56,30.76
10:634.558,30.56,30.76
10:634.681,30.56,30.77
10:634.804,30.56,30.76
10:634.931,30.56,30.76
10:635.054,30.56,30.77
10:635.176,30.56,30.76
10:635.303,30.56,30.77
10:635.426,30.56,30.77
10:635.549,30.56,30.77
10:635.672,30.56,30.77
10:635.799,30.56,30.77
10:635.922,30.56,30.77
10:636.045,30.56,30.76
10:636.168,30.56,30.77
10:636.294,30.56,30.77
10:636.418,30.56,30.77
10:636.540,30.56,30.77
10:636.667,30.56,30.77
10:636.790,30.56,30.77
10:636.913,30.56,30.77
10:637.036,30.56,30.77
10:637.163,30.57,30.77
10:637.286,30.57,30.77
10:637.409,30.57,30.77
10:637.532,30.57,30.77
10:637.658,30.57,30.77
10:637.782,30.57,30.77
10:637.904,30.57,30.77
10:638.027,30.57,30.77
10:638.154,30.57,30.77
10:638.277,30.57,30.77
10:638.400,30.57,30.77
10:638.527,30.58,30.77
10:638.650,30.57,30.78
10:638.773,30.58,30.78
10:638.896,30.58,30.78
10:639.022,30.58,30.78
10:639.145,30.58,30.78
10:639.268,30.58,30.78
10:639.391,30.58,30.78
10:639.518,30.58,30.78
10:639.641,30.58,30.78
10:639.764,30.58,30.78
10:639.890,30.59,30.78
10:640.014,30.58,30.78
10:640.137,30.59,30.78
10:640.259,30.59,30.78
10:640.386,30.59,30.78
10:640.509,30.59,30.79
10:640.632,30.59,30.78
10:640.755,30.59,30.78
10:640.882,30.6,30.78
10:641.005,30.6,30.78
10:641.128,30.6,30.79
10:641.251,30.6,30.79
10:641.378,30.6,30.79
10:641.501,30.6,30.79
10:641.624,30.6,30.79
10:641.750,30.6,30.79
10:641.873,30.6,30.79
10:641.996,30.61,30.79
10:642.119,30.61,30.79
10:642.246,30.6,30.79
10:642.369,30.61,30.8
10:642.492,30.6,30.8
10:642.615,30.61,30.8
10:642.741,30.61,30.8
10:642.865,30.61,30.8
10:642.987,30.61,30.8
10:643.114,30.61,30.8
10:643.237,30.62,30.8
10:643.360,30.62,30.8
10:643.483,30.62,30.8
10:643.610,30.62,30.81
10:643.733,30.62,30.81
10:643.856,30.62,30.81
10:643.978,30.62,30.81
10:644.105,30.63,30.81
10:644.229,30.63,30.81
10:644.351,30.63,30.81
10:644.474,30.63,30.81
10:644.601,30.63,30.81
10:644.724,30.63,30.82
10:644.847,30.63,30.82
10:644.973,30.63,30.82
10:645.097,30.63,30.82
10:645.220,30.63,30.82
10:645.342,30.63,30.82
10:645.469,30.63,30.82
10:645.593,30.64,30.82
10:645.715,30.63,30.83
10:645.838,30.64,30.82
10:645.965,30.64,30.83
10:646.088,30.64,30.83
10:646.211,30.64,30.83
10:646.338,30.64,30.83
10:646.461,30.64,30.83
10:646.584,30.64,30.83
10:646.707,30.65,30.83
10:646.833,30.65,30.83
10:646.956,30.64,30.83
10:647.079,30.65,30.83
10:647.202,30.65,30.83
10:647.329,30.65,30.83
10:647.452,30.65,30.83
10:647.575,30.65,30.83
10:647.698,30.65,30.83
10:647.825,30.65,30.83
10:647.948,30.65,30.84
10:648.071,30.65,30.84
10:648.197,30.65,30.84
10:648.320,30.65,30.84
10:648.443,30.65,30.84
10:648.566,30.65,30.84
10:648.693,30.65,30.84
10:648.816,30.65,30.84
10:648.939,30.65,30.85
10:649.062,30.65,30.85
10:649.189,30.65,30.85
10:649.312,30.65,30.85
10:649.434,30.66,30.85
10:649.561,30.65,30.85
10:649.684,30.66,30.86
10:649.807,30.66,30.86
10:649.930,30.65,30.86
10:650.057,30.66,30.86
10:650.180,30.66,30.86
10:651.162,30.66,30.86
10:651.285,30.66,30.86
10:651.412,30.66,30.86
10:651.535,30.65,30.86
10:651.658,30.66,30.86
10:651.780,30.65,30.86
10:651.907,30.66,30.86
10:652.030,30.66,30.86
10:652.153,30.66,30.86
10:652.280,30.66,30.86
10:652.403,30.66,30.86
10:652.526,30.66,30.86
10:652.649,30.66,30.87
10:652.776,30.66,30.87
10:652.899,30.66,30.87
10:653.022,30.66,30.87
10:653.144,30.66,30.87
10:653.271,30.66,30.87
10:653.394,30.66,30.87
10:653.517,30.66,30.87
10:653.644,30.66,30.87
10:653.767,30.66,30.87
10:653.890,30.66,30.87
10:654.013,30.66,30.87
10:654.139,30.66,30.87
10:654.263,30.66,30.87
10:654.385,30.66,30.87
10:654.508,30.66,30.87
10:654.635,30.66,30.87
10:654.758,30.66,30.87
10:654.881,30.66,30.87
10:655.004,30.66,30.87
10:655.131,30.66,30.87
10:655.254,30.66,30.87
10:655.377,30.66,30.87
10:655.503,30.66,30.87
10:655.627,30.66,30.87
10:655.749,30.66,30.87
10:655.872,30.66,30.87
10:655.999,30.66,30.87
10:656.122,30.66,30.87
10:656.245,30.66,30.87
10:656.368,30.66,30.87
10:656.495,30.66,30.87
10:656.618,30.66,30.87
10:656.740,30.66,30.87
10:656.867,30.66,30.87
10:656.990,30.66,30.87
10:657.113,30.66,30.87
10:657.236,30.66,30.87
10:657.363,30.66,30.87
10:657.486,30.66,30.87
10:657.609,30.66,30.87
10:657.732,30.66,30.87
10:657.859,30.66,30.87
10:657.982,30.66,30.87
10:658.105,30.66,30.87
10:658.231,30.66,30.87
10:658.354,30.66,30.87
10:658.477,30.66,30.87
10:658.600,30.66,30.87
10:658.727,30.66,30.87
10:658.850,30.66,30.87
10:658.973,30.66,30.87
10:659.096,30.66,30.87
10:659.223,30.66,30.87
10:659.346,30.66,30.87
10:659.469,30.66,30.87
10:659.592,30.66,30.87
10:659.718,30.66,30.87
10:659.841,30.66,30.87
10:659.964,30.66,30.87
11:660.091,30.66,30.87
11:660.214,30.66,30.87
11:660.337,30.66,30.87
11:660.460,30.66,30.87
11:660.587,30.66,30.87
11:660.710,30.66,30.87
11:660.833,30.66,30.87
11:660.955,30.66,30.87
11:661.082,30.66,30.87
11:661.205,30.66,30.87
11:661.328,30.66,30.87
11:661.455,30.66,30.87
11:661.578,30.66,30.87
11:661.701,30.66,30.87
11:661.824,30.66,30.87
11:661.951,30.66,30.87
11:662.074,30.66,30.87
11:662.197,30.66,30.87
11:662.319,30.66,30.87
11:662.446,30.66,30.87
11:662.569,30.67,30.87
11:662.692,30.66,30.87
11:662.815,30.66,30.87
11:662.942,30.67,30.87
11:663.065,30.67,30.87
11:663.188,30.67,30.87
11:663.314,30.67,30.87
11:663.438,30.67,30.87
11:663.561,30.67,30.87
11:663.684,30.67,30.87
11:663.810,30.67,30.87
11:663.933,30.67,30.87
11:664.056,30.67,30.87
11:664.179,30.67,30.87
11:664.306,30.67,30.87
11:664.429,30.67,30.87
11:664.552,30.67,30.87
11:664.678,30.67,30.87
11:664.802,30.67,30.87
11:664.925,30.67,30.87
11:665.048,30.67,30.87
11:665.174,30.67,30.87
11:665.297,30.67,30.87
11:665.420,30.68,30.87
11:665.543,30.68,30.87
11:665.670,30.68,30.87
11:665.793,30.68,30.87
11:665.916,30.68,30.87
11:666.042,30.68,30.87
11:666.166,30.68,30.88
11:666.289,30.68,30.87
11:666.412,30.68,30.88
11:666.538,30.68,30.87
11:666.661,30.68,30.88
11:666.784,30.68,30.88
11:666.907,30.68,30.88
11:667.034,30.69,30.88
11:667.157,30.69,30.88
11:667.280,30.69,30.88
11:667.403,30.69,30.88
11:667.529,30.69,30.88
11:667.652,30.69,30.88
11:667.775,30.69,30.88
11:667.902,30.69,30.88
11:668.025,30.69,30.88
11:668.148,30.69,30.88
11:668.271,30.69,30.88
11:668.398,30.69,30.88
11:668.521,30.69,30.88
11:668.644,30.7,30.88
11:668.767,30.69,30.88
11:668.893,30.69,30.88
11:669.017,30.7,30.88
11:669.139,30.69,30.88
11:669.266,30.7,30.89
11:669.389,30.7,30.88
11:669.512,30.7,30.89
11:669.635,30.7,30.89
11:669.762,30.7,30.89
11:669.884,30.71,30.89
11:670.008,30.7,30.89
11:670.131,30.7,30.89
11:670.257,30.71,30.89
11:670.380,30.71,30.89
11:670.503,30.71,30.89
11:670.626,30.71,30.89
11:670.753,30.71,30.89
11:670.876,30.71,30.9
11:670.999,30.71,30.89
11:671.125,30.71,30.89
11:671.249,30.72,30.9
11:671.372,30.72,30.9
11:671.495,30.72,30.9
11:671.621,30.72,30.9
11:671.744,30.72,30.9
11:671.867,30.72,30.9
11:671.990,30.72,30.9
11:672.117,30.72,30.91
11:672.240,30.72,30.91
11:672.363,30.73,30.9
11:672.486,30.73,30.9
11:672.613,30.72,30.91
11:672.735,30.73,30.91
11:672.858,30.73,30.91
11:672.985,30.73,30.91
11:673.108,30.73,30.91
11:673.231,30.73,30.91
11:673.354,30.73,30.92
11:673.481,30.74,30.92
11:673.604,30.74,30.92
11:673.727,30.74,30.92
11:673.850,30.74,30.92
11:673.976,30.74,30.93
11:674.100,30.75,30.92
11:674.223,30.75,30.93
11:674.349,30.75,30.93
11:674.472,30.75,30.93
11:674.595,30.75,30.94
11:674.718,30.75,30.93
11:674.845,30.75,30.94
11:674.968,30.75,30.94
11:675.091,30.75,30.94
11:675.213,30.75,30.94
11:675.340,30.75,30.94
11:675.464,30.75,30.94
11:675.587,30.75,30.95
11:675.713,30.76,30.94
11:675.836,30.76,30.95
11:675.959,30.76,30.95
11:676.082,30.76,30.95
11:676.209,30.76,30.95
11:676.332,30.76,30.95
11:676.455,30.76,30.95
11:676.577,30.76,30.95
11:676.704,30.76,30.95
11:676.827,30.76,30.96
11:676.950,30.76,30.96
11:677.073,30.76,30.96
11:677.200,30.76,30.96
11:677.323,30.76,30.96
11:677.446,30.76,30.96
11:677.573,30.76,30.96
11:677.696,30.76,30.96
11:677.819,30.76,30.96
11:677.942,30.76,30.96
11:678.068,30.76,30.97
11:678.192,30.76,30.97
11:678.314,30.76,30.97
11:678.437,30.76,30.97
11:678.564,30.76,30.97
11:678.687,30.76,30.97
11:678.810,30.76,30.97
11:678.937,30.76,30.97
11:679.060,30.76,30.97
11:679.183,30.76,30.97
11:679.306,30.76,30.97
11:679.432,30.76,30.97
11:679.555,30.76,30.97
11:679.679,30.76,30.97
11:679.801,30.76,30.97
11:679.928,30.76,30.97
11:680.051,30.76,30.97
11:680.174,30.76,30.97
11:680.297,30.76,30.97
11:680.424,30.76,30.97
11:680.547,30.76,30.97
11:680.670,30.76,30.97
11:680.796,30.76,30.97
11:680.919,30.76,30.97
11:681.042,30.76,30.97
11:681.165,30.76,30.97
11:681.292,30.76,30.97
11:681.415,30.76,30.97
11:681.538,30.76,30.97
11:681.661,30.76,30.97
11:681.787,30.76,30.97
11:681.911,30.76,30.97
11:682.034,30.76,30.97
11:682.160,30.76,30.98
11:682.283,30.76,30.97
11:682.406,30.76,30.97
11:682.529,30.76,30.97
11:682.655,30.76,30.97
11:682.779,30.76,30.98
11:682.902,30.76,30.97
11:683.025,30.76,30.98
11:683.152,30.76,30.97
11:683.275,30.76,30.97
11:683.398,30.76,30.98
11:683.524,30.76,30.97
11:683.647,30.76,30.98
11:683.770,30.76,30.98
11:683.893,30.76,30.98
11:684.020,30.76,30.98
11:684.143,30.76,30.97
11:684.266,30.76,30.98
11:684.389,30.76,30.98
11:684.516,30.76,30.97
11:684.639,30.76,30.98
11:684.762,30.76,30.98
11:684.885,30.76,30.98
11:685.012,30.76,30.98
11:685.135,30.76,30.98
11:685.258,30.76,30.97
11:685.385,30.76,30.97
11:685.508,30.76,30.98
11:685.631,30.76,30.98
11:685.754,30.76,30.98
11:685.881,30.76,30.98
11:686.004,30.76,30.98
11:686.127,30.76,30.98
11:686.250,30.76,30.98
11:686.377,30.76,30.98
11:686.501,30.76,30.98
11:686.624,30.76,30.98
11:686.750,30.76,30.98
11:686.873,30.76,30.98
11:686.997,30.76,30.98
11:687.120,30.76,30.98
11:687.247,30.76,30.98
11:687.370,30.76,30.98
11:687.493,30.76,30.98
11:687.616,30.76,30.98
11:687.743,30.76,30.98
11:687.866,30.76,30.98
11:687.989,30.76,30.98
11:688.112,30.77,30.98
11:688.239,30.76,30.98
11:688.362,30.76,30.98
11:688.485,30.76,30.98
11:688.612,30.77,30.98
11:688.735,30.76,30.98
11:688.858,30.76,30.98
11:688.981,30.77,30.98
11:689.108,30.77,30.98
11:689.231,30.77,30.98
11:689.354,30.77,30.98
11:689.477,30.77,30.98
11:689.604,30.77,30.98
11:689.727,30.77,30.98
11:689.850,30.77,30.98
11:689.977,30.77,30.98
11:690.100,30.77,30.98
11:690.223,30.77,30.98
11:690.346,30.77,30.98
11:690.473,30.77,30.98
11:690.596,30.77,30.98
11:690.719,30.77,30.98
11:690.842,30.77,30.98
11:690.969,30.77,30.98
11:691.092,30.77,30.98
11:691.215,30.77,30.98
11:691.342,30.77,30.98
11:691.465,30.77,30.98
11:691.588,30.77,30.98
11:691.711,30.77,30.98
11:691.838,30.77,30.98
11:691.961,30.77,30.98
11:692.084,30.77,30.98
11:692.207,30.77,30.98
11:692.334,30.77,30.98
11:692.457,30.77,30.98
11:692.580,30.77,30.98
11:692.703,30.77,30.98
11:692.830,30.77,30.98
11:692.953,30.77,30.98
11:693.076,30.78,30.98
11:693.203,30.78,30.98
11:693.326,30.78,30.98
11:693.449,30.78,30.98
11:693.572,30.78,30.98
11:693.699,30.78,30.98
11:693.822,30.78,30.99
11:693.945,30.78,30.99
11:694.068,30.78,30.98
11:694.195,30.78,30.99
11:694.318,30.78,30.99
11:694.441,30.78,30.99
11:694.568,30.78,30.99
11:694.691,30.78,30.99
11:694.814,30.79,30.99
11:694.937,30.78,30.99
11:695.064,30.79,30.99
11:695.187,30.79,30.99
11:695.310,30.79,30.99
11:695.433,30.79,30.99
11:695.560,30.79,30.99
11:695.683,30.79,31.0
11:695.806,30.79,30.99
11:695.929,30.79,31.0
11:696.056,30.79,31.0
11:696.179,30.79,31.0
11:696.302,30.8,31.0
11:696.429,30.79,31.0
11:696.552,30.8,31.0
11:696.675,30.79,31.0
11:696.798,30.8,31.0
11:696.925,30.8,31.0
11:697.048,30.8,31.0
11:697.171,30.8,31.01
11:697.294,30.8,31.01
11:697.421,30.8,31.01
11:697.544,30.8,31.01
11:697.667,30.8,31.01
11:697.790,30.8,31.01
11:697.916,30.81,31.01
11:698.040,30.8,31.01
11:698.163,30.8,31.01
11:698.289,30.81,31.01
11:698.412,30.81,31.01
11:698.536,30.81,31.01
11:698.658,30.81,31.01
11:698.785,30.81,31.02
11:698.908,30.81,31.01
11:699.031,30.81,31.02
11:699.154,30.82,31.02
11:699.281,30.82,31.02
11:699.404,30.82,31.02
11:699.527,30.81,31.02
11:699.650,30.81,31.03
11:699.777,30.81,31.03
11:699.900,30.82,31.02
11:700.023,30.82,31.02
11:700.150,30.82,31.03
11:700.273,30.82,31.03
11:700.396,30.82,31.02
11:700.519,30.82,31.03
11:700.646,30.82,31.03
11:700.769,30.83,31.03
11:700.892,30.83,31.03
11:701.015,30.83,31.03
11:701.141,30.83,31.04
11:701.265,30.83,31.04
11:701.388,30.83,31.04
11:701.514,30.83,31.04
11:701.637,30.83,31.04
11:701.761,30.83,31.04
11:701.883,30.84,31.05
11:702.010,30.84,31.05
11:702.133,30.84,31.05
11:702.256,30.84,31.05
11:702.379,30.85,31.05
11:702.506,30.84,31.05
11:702.629,30.84,31.05
11:702.752,30.85,31.05
11:702.875,30.85,31.06
11:703.002,30.85,31.06
11:703.125,30.85,31.06
11:703.248,30.85,31.06
11:703.374,30.86,31.06
11:703.498,30.86,31.06
11:703.621,30.86,31.07
11:703.744,30.86,31.07
11:703.870,30.86,31.07
11:703.993,30.86,31.07
11:704.117,30.86,31.07
11:704.239,30.86,31.07
11:704.366,30.86,31.07
11:704.489,30.86,31.07
11:704.612,30.86,31.07
11:704.735,30.86,31.07
11:704.862,30.86,31.07
11:704.985,30.86,31.07
11:705.108,30.86,31.08
11:705.235,30.86,31.07
11:705.358,30.86,31.08
11:705.481,30.87,31.08
11:705.604,30.87,31.07
11:705.730,30.87,31.08
11:705.854,30.87,31.08
11:705.977,30.86,31.08
11:706.100,30.86,31.08
11:706.226,30.87,31.08
11:706.350,30.86,31.08
11:706.472,30.87,31.08
11:706.595,30.86,31.08
11:706.722,30.86,31.08
11:706.845,30.87,31.08
11:706.968,30.87,31.08
11:707.095,30.87,31.08
11:707.218,30.87,31.08
11:707.341,30.87,31.08
11:707.464,30.87,31.08
11:707.591,30.87,31.08
11:707.714,30.87,31.08
11:707.837,30.87,31.08
11:707.960,30.87,31.08
11:708.086,30.87,31.08
11:708.210,30.87,31.08
11:708.333,30.87,31.08
11:708.456,30.87,31.08
11:708.582,30.87,31.08
11:708.706,30.87,31.08
11:708.828,30.87,31.08
11:708.955,30.87,31.08
11:709.078,30.87,31.08
11:709.201,30.87,31.08
11:709.324,30.87,31.08
11:709.451,30.87,31.08
11:709.574,30.87,31.08
11:709.697,30.87,31.08
11:709.820,30.87,31.08
11:709.947,30.87,31.08
11:710.070,30.87,31.08
11:710.193,30.87,31.08
11:710.316,30.87,31.08
11:710.442,30.87,31.08
11:710.566,30.87,31.08
11:710.689,30.87,31.08
11:710.815,30.87,31.08
11:710.938,30.87,31.08
11:711.061,30.87,31.08
11:711.184,30.87,31.08
11:711.311,30.87,31.08
11:711.434,30.87,31.08
11:711.557,30.87,31.08
11:711.680,30.87,31.08
11:711.807,30.87,31.08
11:711.930,30.87,31.08
11:712.053,30.87,31.08
11:712.176,30.87,31.08
11:712.302,30.87,31.08
11:712.425,30.87,31.08
11:712.548,30.87,31.08
11:712.675,30.87,31.08
11:712.798,30.87,31.08
11:712.921,30.87,31.08
11:713.044,30.87,31.08
11:713.171,30.87,31.08
11:713.294,30.87,31.08
11:713.417,30.87,31.08
11:713.540,30.87,31.08
11:713.667,30.87,31.08
11:713.790,30.87,31.08
11:713.912,30.87,31.08
11:714.036,30.87,31.08
11:714.162,30.87,31.08
11:714.285,30.87,31.08
11:714.408,30.87,31.08
11:714.535,30.87,31.08
11:714.658,30.87,31.08
11:714.781,30.87,31.08
11:714.904,30.87,31.08
11:715.031,30.87,31.08
11:715.154,30.87,31.08
11:715.277,30.87,31.08
11:715.400,30.87,31.08
11:715.526,30.87,31.08
11:715.650,30.87,31.08
11:715.772,30.87,31.08
11:715.895,30.87,31.08
11:716.022,30.87,31.08
11:716.145,30.87,31.08
11:716.268,30.87,31.08
11:716.395,30.87,31.08
11:716.518,30.87,31.08
11:716.641,30.87,31.08
11:716.764,30.87,31.08
11:716.890,30.87,31.08
11:717.014,30.87,31.08
11:717.137,30.87,31.08
11:717.260,30.87,31.08
11:717.386,30.87,31.08
11:717.509,30.87,31.08
11:717.632,30.87,31.08
11:717.755,30.87,31.08
11:717.882,30.87,31.08
11:718.005,30.87,31.08
11:718.128,30.87,31.08
11:718.251,30.87,31.08
11:718.378,30.87,31.08
11:718.501,30.87,31.08
11:718.624,30.87,31.08
11:718.750,30.88,31.08
11:718.874,30.88,31.08
11:718.997,30.88,31.09
