timestamp,seconds,temp_a,temp_b,duty,target
15:43:21,0.6654,24.706,25.262,-62.485,35
15:43:22,0.8840,24.681,25.287,100.0,35
15:43:22,0.9520,24.681,25.287,100.0,35
15:43:22,1.0021,24.631,25.287,100.0,35
15:43:22,1.0719,24.656,25.287,100.0,35
15:43:22,1.1283,24.706,25.312,100.0,35
15:43:22,1.1808,24.706,25.287,100.0,35
15:43:22,1.2221,24.681,25.262,100.0,35
15:43:22,1.2667,24.681,25.312,100.0,35
15:43:22,1.3085,24.681,25.262,100.0,35
15:43:22,1.3493,24.681,25.312,100.0,35
15:43:22,1.3907,24.681,25.312,100.0,35
15:43:22,1.4267,24.706,25.287,100.0,35
15:43:22,1.4646,24.681,25.262,100.0,35
15:43:22,1.5012,24.681,25.287,100.0,35
15:43:22,1.5373,24.681,25.262,100.0,35
15:43:22,1.5737,24.681,25.287,100.0,35
15:43:22,1.6110,24.706,25.287,100.0,35
15:43:22,1.6484,24.681,25.312,100.0,35
15:43:22,1.6872,24.681,25.287,100.0,35
15:43:22,1.7264,24.681,25.287,100.0,35
15:43:22,1.7655,24.681,25.287,100.0,35
15:43:22,1.8042,24.681,25.262,100.0,35
15:43:23,1.8440,24.681,25.287,100.0,35
15:43:23,1.8834,24.706,25.287,100.0,35
15:43:23,1.9233,24.681,25.287,100.0,35
15:43:23,1.9626,24.706,25.262,100.0,35
15:43:23,2.0021,24.732,25.287,100.0,35
15:43:23,2.0426,24.681,25.287,100.0,35
15:43:23,2.0822,24.681,25.287,100.0,35
15:43:23,2.1279,24.681,25.287,100.0,35
15:43:23,2.1654,24.681,25.287,100.0,35
15:43:23,2.2022,24.656,25.287,100.0,35
15:43:23,2.2396,24.681,25.262,100.0,35
15:43:23,2.2800,24.706,25.287,100.0,35
15:43:23,2.3222,24.681,25.287,100.0,35
15:43:23,2.3641,24.681,25.262,100.0,35
15:43:23,2.4080,24.681,25.287,100.0,35
15:43:23,2.4520,24.706,25.338,100.0,35
15:43:23,2.4935,24.706,25.262,100.0,35
15:43:23,2.5357,24.706,25.287,100.0,35
15:43:23,2.5770,24.681,25.287,100.0,35
15:43:23,2.6201,24.681,25.287,100.0,35
15:43:23,2.6649,24.681,25.287,100.0,35
15:43:23,2.7075,24.681,25.287,100.0,35
15:43:23,2.7517,24.631,25.287,100.0,35
15:43:23,2.7951,24.681,25.287,100.0,35
15:43:24,2.8405,24.631,25.287,100.0,35
15:43:24,2.8876,24.681,25.237,100.0,35
15:43:24,2.9329,24.631,25.287,100.0,35
15:43:24,2.9759,24.681,25.287,100.0,35
15:43:24,3.0211,24.681,25.262,100.0,35
15:43:24,3.0635,24.706,25.287,100.0,35
15:43:24,3.1055,24.656,25.287,100.0,35
15:43:24,3.1509,24.706,25.287,100.0,35
15:43:24,3.1971,24.681,25.312,100.0,35
15:43:24,3.2428,24.706,25.287,100.0,35
15:43:24,3.2924,24.681,25.287,100.0,35
15:43:24,3.3406,24.656,25.262,100.0,35
15:43:24,3.3893,24.681,25.287,100.0,35
15:43:24,3.4367,24.681,25.287,100.0,35
15:43:24,3.4823,24.732,25.287,100.0,35
15:43:24,3.5263,24.681,25.287,100.0,35
15:43:24,3.5725,24.706,25.287,100.0,35
15:43:24,3.6185,24.656,25.262,100.0,35
15:43:24,3.6645,24.681,25.287,100.0,35
15:43:24,3.7135,24.681,25.287,100.0,35
15:43:24,3.7637,24.757,25.312,100.0,35
15:43:25,3.8139,24.681,25.287,100.0,35
15:43:25,3.8631,24.681,25.262,100.0,35
15:43:25,3.9620,24.706,25.287,100.0,35
15:43:25,4.0151,24.681,25.287,100.0,35
15:43:25,4.0658,24.681,25.287,100.0,35
15:43:25,4.1156,24.681,25.287,100.0,35
15:43:25,4.1667,24.681,25.287,100.0,35
15:43:25,4.2184,24.656,25.287,100.0,35
15:43:25,4.2672,24.706,25.287,100.0,35
15:43:25,4.3063,24.681,25.262,100.0,35
15:43:25,4.3483,24.681,25.287,100.0,35
15:43:25,4.3867,24.606,25.287,100.0,35
15:43:25,4.4277,24.681,25.287,100.0,35
15:43:25,4.4687,24.706,25.262,100.0,35
15:43:25,4.5160,24.681,25.287,100.0,35
15:43:25,4.5569,24.681,25.312,100.0,35
15:43:25,4.6002,24.706,25.312,100.0,35
15:43:25,4.6396,24.681,25.287,100.0,35
15:43:25,4.6796,24.681,25.287,100.0,35
15:43:25,4.7198,24.706,25.262,100.0,35
15:43:25,4.7613,24.681,25.287,100.0,35
15:43:25,4.8036,24.706,25.262,100.0,35
15:43:26,4.8440,24.706,25.287,100.0,35
15:43:26,4.8856,24.681,25.287,100.0,35
15:43:26,4.9267,24.706,25.312,100.0,35
15:43:26,4.9776,24.681,25.287,100.0,35
15:43:26,5.0286,24.631,25.287,100.0,35
15:43:26,5.0691,24.706,25.287,100.0,35
15:43:26,5.1105,24.732,25.237,100.0,35
15:43:26,5.1535,24.757,25.287,100.0,35
15:43:26,5.1972,24.706,25.287,100.0,35
15:43:26,5.2386,24.706,25.312,100.0,35
15:43:26,5.2828,24.681,25.287,100.0,35
15:43:26,5.3258,24.706,25.287,100.0,35
15:43:26,5.3685,24.706,25.287,100.0,35
15:43:26,5.4099,24.681,25.287,100.0,35
15:43:26,5.4542,24.732,25.287,100.0,35
15:43:26,5.4964,24.706,25.287,100.0,35
15:43:26,5.5402,24.782,25.262,100.0,35
15:43:26,5.5838,24.706,25.262,100.0,35
15:43:26,5.6248,24.706,25.287,100.0,35
15:43:26,5.6682,24.706,25.312,100.0,35
15:43:26,5.7107,24.706,25.312,100.0,35
15:43:26,5.7550,24.681,25.312,100.0,35
15:43:26,5.7950,24.732,25.287,100.0,35
15:43:27,5.8372,24.732,25.287,100.0,35
15:43:27,5.8816,24.706,25.312,100.0,35
15:43:27,5.9249,24.706,25.312,100.0,35
15:43:27,5.9710,24.706,25.287,100.0,35
15:43:27,6.0239,24.656,25.363,100.0,35
15:43:27,6.0747,24.681,25.338,100.0,35
15:43:27,6.1237,24.706,25.287,100.0,35
15:43:27,6.1692,24.732,25.312,100.0,35
15:43:27,6.2156,24.732,25.312,100.0,35
15:43:27,6.2601,24.732,25.312,100.0,35
15:43:27,6.3098,24.732,25.287,100.0,35
15:43:27,6.3609,24.732,25.312,100.0,35
15:43:27,6.4108,24.706,25.312,100.0,35
15:43:27,6.4592,24.732,25.287,100.0,35
15:43:27,6.5078,24.732,25.312,100.0,35
15:43:27,6.5576,24.732,25.312,100.0,35
15:43:27,6.6062,24.706,25.363,100.0,35
15:43:27,6.6564,24.732,25.312,100.0,35
15:43:27,6.7037,24.706,25.338,100.0,35
15:43:27,6.7483,24.732,25.312,100.0,35
15:43:27,6.7931,24.782,25.237,100.0,35
15:43:28,6.8397,24.757,25.287,100.0,35
15:43:28,6.8863,24.706,25.287,100.0,35
15:43:28,6.9307,24.706,25.338,100.0,35
15:43:28,6.9749,24.732,25.287,100.0,35
15:43:28,7.0228,24.732,25.312,100.0,35
15:43:28,7.0657,24.732,25.363,100.0,35
15:43:28,7.1094,24.681,25.338,100.0,35
15:43:28,7.1556,24.732,25.312,100.0,35
15:43:28,7.2011,24.732,25.312,100.0,35
15:43:28,7.2472,24.757,25.312,100.0,35
15:43:28,7.2922,24.732,25.312,100.0,35
15:43:28,7.3390,24.757,25.312,100.0,35
15:43:28,7.3848,24.807,25.338,100.0,35
15:43:28,7.4318,24.732,25.262,100.0,35
15:43:28,7.4788,24.706,25.338,100.0,35
15:43:28,7.5264,24.732,25.363,100.0,35
15:43:28,7.5754,24.757,25.338,100.0,35
15:43:28,7.6265,24.757,25.312,100.0,35
15:43:28,7.6771,24.732,25.338,100.0,35
15:43:28,7.7263,24.681,25.338,100.0,35
15:43:28,7.7764,24.732,25.338,100.0,35
15:43:29,7.8280,24.757,25.312,100.0,35
15:43:29,7.8737,24.782,25.338,100.0,35
15:43:29,7.9177,24.757,25.312,100.0,35
15:43:29,7.9596,24.757,25.338,100.0,35
15:43:29,8.0022,24.757,25.338,100.0,35
15:43:29,8.0428,24.757,25.388,100.0,35
15:43:29,8.0862,24.757,25.338,100.0,35
15:43:29,8.1288,24.757,25.338,100.0,35
15:43:29,8.1692,24.757,25.338,100.0,35
15:43:29,8.2101,24.757,25.414,100.0,35
15:43:29,8.2542,24.782,25.338,100.0,35
15:43:29,8.2939,24.757,25.338,100.0,35
15:43:29,8.3343,24.757,25.338,100.0,35
15:43:29,8.3759,24.782,25.338,100.0,35
15:43:29,8.4202,24.782,25.338,100.0,35
15:43:29,8.4611,24.782,25.338,100.0,35
15:43:29,8.5007,24.782,25.338,100.0,35
15:43:29,8.5408,24.807,25.338,100.0,35
